InstArgID,UserID,Dataset
InstArg1760,PolitifactUser4927,Data2
InstArg1761,PolitifactUser23083,Data2
InstArg1762,PolitifactUser4926,Data2
InstArg1763,PolitifactUser23082,Data2
InstArg1764,PolitifactUser4925,Data2
InstArg1765,PolitifactUser23081,Data2
InstArg1766,PolitifactUser4924,Data2
InstArg1767,PolitifactUser23080,Data2
InstArg1768,PolitifactUser4923,Data2
InstArg1769,PolitifactUser4922,Data2
InstArg1770,PolitifactUser4921,Data2
InstArg1771,PolitifactUser4920,Data2
InstArg1772,PolitifactUser23099,Data2
InstArg1773,PolitifactUser23098,Data2
InstArg1774,PolitifactUser23097,Data2
InstArg1775,PolitifactUser3609,Data2
InstArg1776,PolitifactUser23096,Data2
InstArg1777,PolitifactUser3608,Data2
InstArg1778,PolitifactUser4939,Data2
InstArg1779,PolitifactUser23095,Data2
InstArg1780,PolitifactUser3607,Data2
InstArg1781,PolitifactUser4938,Data2
InstArg1782,PolitifactUser23094,Data2
InstArg1783,PolitifactUser3606,Data2
InstArg1784,PolitifactUser4937,Data2
InstArg1785,PolitifactUser23093,Data2
InstArg1786,PolitifactUser3605,Data2
InstArg1787,PolitifactUser23092,Data2
InstArg1788,PolitifactUser4936,Data2
InstArg1789,PolitifactUser3604,Data2
InstArg1790,PolitifactUser4935,Data2
InstArg1791,PolitifactUser23091,Data2
InstArg1792,PolitifactUser3603,Data2
InstArg1793,PolitifactUser4934,Data2
InstArg1794,PolitifactUser23090,Data2
InstArg1795,PolitifactUser3602,Data2
InstArg1796,PolitifactUser4933,Data2
InstArg1797,PolitifactUser3601,Data2
InstArg1798,PolitifactUser4932,Data2
InstArg1799,PolitifactUser3600,Data2
InstArg1800,PolitifactUser4931,Data2
InstArg1801,PolitifactUser4930,Data2
InstArg1802,PolitifactUser11080,Data2
InstArg1803,PolitifactUser11081,Data2
InstArg1804,PolitifactUser11082,Data2
InstArg1805,PolitifactUser11083,Data2
InstArg1806,PolitifactUser11084,Data2
InstArg1807,PolitifactUser11085,Data2
InstArg1808,PolitifactUser23069,Data2
InstArg1809,PolitifactUser11086,Data2
InstArg1810,PolitifactUser23068,Data2
InstArg1811,PolitifactUser11087,Data2
InstArg1812,PolitifactUser23067,Data2
InstArg1813,PolitifactUser11088,Data2
InstArg1814,PolitifactUser23066,Data2
InstArg1815,PolitifactUser11089,Data2
InstArg1816,PolitifactUser23065,Data2
InstArg1817,PolitifactUser23064,Data2
InstArg1818,PolitifactUser23063,Data2
InstArg1819,PolitifactUser3619,Data2
InstArg1820,PolitifactUser23062,Data2
InstArg1821,PolitifactUser3618,Data2
InstArg1822,PolitifactUser4949,Data2
InstArg1823,PolitifactUser23061,Data2
InstArg1824,PolitifactUser3617,Data2
InstArg1825,PolitifactUser4948,Data2
InstArg1826,PolitifactUser23060,Data2
InstArg1827,PolitifactUser3616,Data2
InstArg1828,PolitifactUser4947,Data2
InstArg1829,PolitifactUser3615,Data2
InstArg1830,PolitifactUser4946,Data2
InstArg1831,PolitifactUser3614,Data2
InstArg1832,PolitifactUser4945,Data2
InstArg1833,PolitifactUser3613,Data2
InstArg1834,PolitifactUser4944,Data2
InstArg1835,PolitifactUser3612,Data2
InstArg1836,PolitifactUser4943,Data2
InstArg1837,PolitifactUser3611,Data2
InstArg1838,PolitifactUser4942,Data2
InstArg1839,PolitifactUser4941,Data2
InstArg1840,PolitifactUser3610,Data2
InstArg1841,PolitifactUser4940,Data2
InstArg1842,PolitifactUser11091,Data2
InstArg1843,PolitifactUser11092,Data2
InstArg1844,PolitifactUser11093,Data2
InstArg1845,PolitifactUser11094,Data2
InstArg1846,PolitifactUser11095,Data2
InstArg1847,PolitifactUser11096,Data2
InstArg1848,PolitifactUser11097,Data2
InstArg1849,PolitifactUser23079,Data2
InstArg1850,PolitifactUser11098,Data2
InstArg1851,PolitifactUser23078,Data2
InstArg1852,PolitifactUser11099,Data2
InstArg1853,PolitifactUser23077,Data2
InstArg1854,PolitifactUser23076,Data2
InstArg1855,PolitifactUser23075,Data2
InstArg1856,PolitifactUser23074,Data2
InstArg1857,PolitifactUser23073,Data2
InstArg1858,PolitifactUser3629,Data2
InstArg1859,PolitifactUser23072,Data2
InstArg1860,PolitifactUser3628,Data2
InstArg1861,PolitifactUser4959,Data2
InstArg1862,PolitifactUser23071,Data2
InstArg1863,PolitifactUser3627,Data2
InstArg1864,PolitifactUser4958,Data2
InstArg1865,PolitifactUser23070,Data2
InstArg1866,PolitifactUser3626,Data2
InstArg1867,PolitifactUser4957,Data2
InstArg1868,PolitifactUser3625,Data2
InstArg1869,PolitifactUser4956,Data2
InstArg1870,PolitifactUser3624,Data2
InstArg1871,PolitifactUser4955,Data2
InstArg1872,PolitifactUser3623,Data2
InstArg1873,PolitifactUser4954,Data2
InstArg1874,PolitifactUser3622,Data2
InstArg1875,PolitifactUser4953,Data2
InstArg1876,PolitifactUser3621,Data2
InstArg1877,PolitifactUser4952,Data2
InstArg1878,PolitifactUser3620,Data2
InstArg1879,PolitifactUser4951,Data2
InstArg1880,PolitifactUser4950,Data2
InstArg1881,PolitifactUser11090,Data2
InstArg1882,PolitifactUser2309,Data2
InstArg1883,PolitifactUser2307,Data2
InstArg1884,PolitifactUser3639,Data2
InstArg1885,PolitifactUser2308,Data2
InstArg1886,PolitifactUser4969,Data2
InstArg1887,PolitifactUser3638,Data2
InstArg1888,PolitifactUser3637,Data2
InstArg1889,PolitifactUser4968,Data2
InstArg1890,PolitifactUser2305,Data2
InstArg1891,PolitifactUser2306,Data2
InstArg1892,PolitifactUser3636,Data2
InstArg1893,PolitifactUser4967,Data2
InstArg1894,PolitifactUser2303,Data2
InstArg1895,PolitifactUser3635,Data2
InstArg1896,PolitifactUser4966,Data2
InstArg1897,PolitifactUser2304,Data2
InstArg1898,PolitifactUser3634,Data2
InstArg1899,PolitifactUser4965,Data2
InstArg1900,PolitifactUser2301,Data2
InstArg1901,PolitifactUser3633,Data2
InstArg1902,PolitifactUser4964,Data2
InstArg1903,PolitifactUser2302,Data2
InstArg1904,PolitifactUser4963,Data2
InstArg1905,PolitifactUser3631,Data2
InstArg1906,PolitifactUser4962,Data2
InstArg1907,PolitifactUser2300,Data2
InstArg1908,PolitifactUser3630,Data2
InstArg1909,PolitifactUser4961,Data2
InstArg1910,PolitifactUser4960,Data2
InstArg1911,PolitifactUser14900,Data2
InstArg1912,PolitifactUser14901,Data2
InstArg1913,PolitifactUser2318,Data2
InstArg1914,PolitifactUser2319,Data2
InstArg1915,PolitifactUser3649,Data2
InstArg1916,PolitifactUser2316,Data2
InstArg1917,PolitifactUser4979,Data2
InstArg1918,PolitifactUser3648,Data2
InstArg1919,PolitifactUser2317,Data2
InstArg1920,PolitifactUser3647,Data2
InstArg1921,PolitifactUser4978,Data2
InstArg1922,PolitifactUser2314,Data2
InstArg1923,PolitifactUser3646,Data2
InstArg1924,PolitifactUser4977,Data2
InstArg1925,PolitifactUser4976,Data2
InstArg1926,PolitifactUser2315,Data2
InstArg1927,PolitifactUser3645,Data2
InstArg1928,PolitifactUser2312,Data2
InstArg1929,PolitifactUser4975,Data2
InstArg1930,PolitifactUser2313,Data2
InstArg1931,PolitifactUser3643,Data2
InstArg1932,PolitifactUser4974,Data2
InstArg1933,PolitifactUser2310,Data2
InstArg1934,PolitifactUser3642,Data2
InstArg1935,PolitifactUser4973,Data2
InstArg1936,PolitifactUser2311,Data2
InstArg1937,PolitifactUser3641,Data2
InstArg1938,PolitifactUser4972,Data2
InstArg1939,PolitifactUser7,Data2
InstArg1940,PolitifactUser3640,Data2
InstArg1941,PolitifactUser4971,Data2
InstArg1942,PolitifactUser6,Data2
InstArg1943,PolitifactUser4970,Data2
InstArg1944,PolitifactUser5,Data2
InstArg1945,PolitifactUser4,Data2
InstArg1946,PolitifactUser3,Data2
InstArg1947,PolitifactUser2,Data2
InstArg1948,PolitifactUser1,Data2
InstArg1949,PolitifactUser9,Data2
InstArg1950,PolitifactUser8,Data2
InstArg1951,PolitifactUser2329,Data2
InstArg1952,PolitifactUser2327,Data2
InstArg1953,PolitifactUser3659,Data2
InstArg1954,PolitifactUser3658,Data2
InstArg1955,PolitifactUser4989,Data2
InstArg1956,PolitifactUser2328,Data2
InstArg1957,PolitifactUser2325,Data2
InstArg1958,PolitifactUser3657,Data2
InstArg1959,PolitifactUser4988,Data2
InstArg1960,PolitifactUser2326,Data2
InstArg1961,PolitifactUser4987,Data2
InstArg1962,PolitifactUser3656,Data2
InstArg1963,PolitifactUser2323,Data2
InstArg1964,PolitifactUser3655,Data2
InstArg1965,PolitifactUser4986,Data2
InstArg1966,PolitifactUser2324,Data2
InstArg1967,PolitifactUser4985,Data2
InstArg1968,PolitifactUser2321,Data2
InstArg1969,PolitifactUser3653,Data2
InstArg1970,PolitifactUser4984,Data2
InstArg1971,PolitifactUser2322,Data2
InstArg1972,PolitifactUser4983,Data2
InstArg1973,PolitifactUser3652,Data2
InstArg1974,PolitifactUser3651,Data2
InstArg1975,PolitifactUser4982,Data2
InstArg1976,PolitifactUser2320,Data2
InstArg1977,PolitifactUser3650,Data2
InstArg1978,PolitifactUser4981,Data2
InstArg1979,PolitifactUser4980,Data2
InstArg1980,PolitifactUser1009,Data2
InstArg1981,PolitifactUser1007,Data2
InstArg1982,PolitifactUser2338,Data2
InstArg1983,PolitifactUser2339,Data2
InstArg1984,PolitifactUser3669,Data2
InstArg1985,PolitifactUser1005,Data2
InstArg1986,PolitifactUser2336,Data2
InstArg1987,PolitifactUser3668,Data2
InstArg1988,PolitifactUser4999,Data2
InstArg1989,PolitifactUser1006,Data2
InstArg1990,PolitifactUser2337,Data2
InstArg1991,PolitifactUser4998,Data2
InstArg1992,PolitifactUser1003,Data2
InstArg1993,PolitifactUser2334,Data2
InstArg1994,PolitifactUser3666,Data2
InstArg1995,PolitifactUser4997,Data2
InstArg1996,PolitifactUser1004,Data2
InstArg1997,PolitifactUser2335,Data2
InstArg1998,PolitifactUser4996,Data2
InstArg1999,PolitifactUser3665,Data2
InstArg2000,PolitifactUser1001,Data2
InstArg2001,PolitifactUser2332,Data2
InstArg2002,PolitifactUser3664,Data2
InstArg2003,PolitifactUser4995,Data2
InstArg2004,PolitifactUser1002,Data2
InstArg2005,PolitifactUser2333,Data2
InstArg2006,PolitifactUser3663,Data2
InstArg2007,PolitifactUser4994,Data2
InstArg2008,PolitifactUser2330,Data2
InstArg2009,PolitifactUser3662,Data2
InstArg2010,PolitifactUser4993,Data2
InstArg2011,PolitifactUser1000,Data2
InstArg2012,PolitifactUser2331,Data2
InstArg2013,PolitifactUser3661,Data2
InstArg2014,PolitifactUser4992,Data2
InstArg2015,PolitifactUser3660,Data2
InstArg2016,PolitifactUser4991,Data2
InstArg2017,PolitifactUser4990,Data2
InstArg2018,PolitifactUser1018,Data2
InstArg2019,PolitifactUser2349,Data2
InstArg2020,PolitifactUser1019,Data2
InstArg2021,PolitifactUser3679,Data2
InstArg2022,PolitifactUser1016,Data2
InstArg2023,PolitifactUser2347,Data2
InstArg2024,PolitifactUser1017,Data2
InstArg2025,PolitifactUser2348,Data2
InstArg2026,PolitifactUser3678,Data2
InstArg2027,PolitifactUser1014,Data2
InstArg2028,PolitifactUser3677,Data2
InstArg2029,PolitifactUser2345,Data2
InstArg2030,PolitifactUser1015,Data2
InstArg2031,PolitifactUser2346,Data2
InstArg2032,PolitifactUser3676,Data2
InstArg2033,PolitifactUser1012,Data2
InstArg2034,PolitifactUser2343,Data2
InstArg2035,PolitifactUser3675,Data2
InstArg2036,PolitifactUser1013,Data2
InstArg2037,PolitifactUser2344,Data2
InstArg2038,PolitifactUser1010,Data2
InstArg2039,PolitifactUser3673,Data2
InstArg2040,PolitifactUser2341,Data2
InstArg2041,PolitifactUser1011,Data2
InstArg2042,PolitifactUser2342,Data2
InstArg2043,PolitifactUser3672,Data2
InstArg2044,PolitifactUser3671,Data2
InstArg2045,PolitifactUser2340,Data2
InstArg2046,PolitifactUser3670,Data2
InstArg2047,PolitifactUser1029,Data2
InstArg2048,PolitifactUser1027,Data2
InstArg2049,PolitifactUser2358,Data2
InstArg2050,PolitifactUser1028,Data2
InstArg2051,PolitifactUser2359,Data2
InstArg2052,PolitifactUser3689,Data2
InstArg2053,PolitifactUser1025,Data2
InstArg2054,PolitifactUser2356,Data2
InstArg2055,PolitifactUser3688,Data2
InstArg2056,PolitifactUser1026,Data2
InstArg2057,PolitifactUser2357,Data2
InstArg2058,PolitifactUser3687,Data2
InstArg2059,PolitifactUser1023,Data2
InstArg2060,PolitifactUser2354,Data2
InstArg2061,PolitifactUser3686,Data2
InstArg2062,PolitifactUser1024,Data2
InstArg2063,PolitifactUser2355,Data2
InstArg2064,PolitifactUser3685,Data2
InstArg2065,PolitifactUser1021,Data2
InstArg2066,PolitifactUser3684,Data2
InstArg2067,PolitifactUser2352,Data2
InstArg2068,PolitifactUser1022,Data2
InstArg2069,PolitifactUser2353,Data2
InstArg2070,PolitifactUser3683,Data2
InstArg2071,PolitifactUser2350,Data2
InstArg2072,PolitifactUser3682,Data2
InstArg2073,PolitifactUser1020,Data2
InstArg2074,PolitifactUser2351,Data2
InstArg2075,PolitifactUser3681,Data2
InstArg2076,PolitifactUser3680,Data2
InstArg2077,PolitifactUser1038,Data2
InstArg2078,PolitifactUser2369,Data2
InstArg2079,PolitifactUser1039,Data2
InstArg2080,PolitifactUser1036,Data2
InstArg2081,PolitifactUser2367,Data2
InstArg2082,PolitifactUser3699,Data2
InstArg2083,PolitifactUser1037,Data2
InstArg2084,PolitifactUser2368,Data2
InstArg2085,PolitifactUser3698,Data2
InstArg2086,PolitifactUser1034,Data2
InstArg2087,PolitifactUser2365,Data2
InstArg2088,PolitifactUser3697,Data2
InstArg2089,PolitifactUser1035,Data2
InstArg2090,PolitifactUser2366,Data2
InstArg2091,PolitifactUser3696,Data2
InstArg2092,PolitifactUser1032,Data2
InstArg2093,PolitifactUser2363,Data2
InstArg2094,PolitifactUser3695,Data2
InstArg2095,PolitifactUser2364,Data2
InstArg2096,PolitifactUser3694,Data2
InstArg2097,PolitifactUser1033,Data2
InstArg2098,PolitifactUser1030,Data2
InstArg2099,PolitifactUser2361,Data2
InstArg2100,PolitifactUser3693,Data2
InstArg2101,PolitifactUser1031,Data2
InstArg2102,PolitifactUser2362,Data2
InstArg2103,PolitifactUser3692,Data2
InstArg2104,PolitifactUser3691,Data2
InstArg2105,PolitifactUser2360,Data2
InstArg2106,PolitifactUser3690,Data2
InstArg2107,PolitifactUser1049,Data2
InstArg2108,PolitifactUser2378,Data2
InstArg2109,PolitifactUser1047,Data2
InstArg2110,PolitifactUser1048,Data2
InstArg2111,PolitifactUser2379,Data2
InstArg2112,PolitifactUser1045,Data2
InstArg2113,PolitifactUser2376,Data2
InstArg2114,PolitifactUser1046,Data2
InstArg2115,PolitifactUser2377,Data2
InstArg2116,PolitifactUser1043,Data2
InstArg2117,PolitifactUser2374,Data2
InstArg2118,PolitifactUser1044,Data2
InstArg2119,PolitifactUser2375,Data2
InstArg2120,PolitifactUser1041,Data2
InstArg2121,PolitifactUser2372,Data2
InstArg2122,PolitifactUser1042,Data2
InstArg2123,PolitifactUser2370,Data2
InstArg2124,PolitifactUser1040,Data2
InstArg2125,PolitifactUser2371,Data2
InstArg2126,PolitifactUser14970,Data2
InstArg2127,PolitifactUser12310,Data2
InstArg2128,PolitifactUser13641,Data2
InstArg2129,PolitifactUser14973,Data2
InstArg2130,PolitifactUser13640,Data2
InstArg2131,PolitifactUser14974,Data2
InstArg2132,PolitifactUser12312,Data2
InstArg2133,PolitifactUser13643,Data2
InstArg2134,PolitifactUser14971,Data2
InstArg2135,PolitifactUser12311,Data2
InstArg2136,PolitifactUser13642,Data2
InstArg2137,PolitifactUser14972,Data2
InstArg2138,PolitifactUser12314,Data2
InstArg2139,PolitifactUser13645,Data2
InstArg2140,PolitifactUser14977,Data2
InstArg2141,PolitifactUser12313,Data2
InstArg2142,PolitifactUser13644,Data2
InstArg2143,PolitifactUser14978,Data2
InstArg2144,PolitifactUser12316,Data2
InstArg2145,PolitifactUser14975,Data2
InstArg2146,PolitifactUser13647,Data2
InstArg2147,PolitifactUser13646,Data2
InstArg2148,PolitifactUser14976,Data2
InstArg2149,PolitifactUser12307,Data2
InstArg2150,PolitifactUser13638,Data2
InstArg2151,PolitifactUser12306,Data2
InstArg2152,PolitifactUser13637,Data2
InstArg2153,PolitifactUser12309,Data2
InstArg2154,PolitifactUser14968,Data2
InstArg2155,PolitifactUser12308,Data2
InstArg2156,PolitifactUser13639,Data2
InstArg2157,PolitifactUser14969,Data2
InstArg2158,PolitifactUser1058,Data2
InstArg2159,PolitifactUser2389,Data2
InstArg2160,PolitifactUser1059,Data2
InstArg2161,PolitifactUser1056,Data2
InstArg2162,PolitifactUser2387,Data2
InstArg2163,PolitifactUser2388,Data2
InstArg2164,PolitifactUser1054,Data2
InstArg2165,PolitifactUser2385,Data2
InstArg2166,PolitifactUser1055,Data2
InstArg2167,PolitifactUser2386,Data2
InstArg2168,PolitifactUser1052,Data2
InstArg2169,PolitifactUser2383,Data2
InstArg2170,PolitifactUser1053,Data2
InstArg2171,PolitifactUser2384,Data2
InstArg2172,PolitifactUser2381,Data2
InstArg2173,PolitifactUser1051,Data2
InstArg2174,PolitifactUser2382,Data2
InstArg2175,PolitifactUser2380,Data2
InstArg2176,PolitifactUser14980,Data2
InstArg2177,PolitifactUser14981,Data2
InstArg2178,PolitifactUser13650,Data2
InstArg2179,PolitifactUser12321,Data2
InstArg2180,PolitifactUser13652,Data2
InstArg2181,PolitifactUser14984,Data2
InstArg2182,PolitifactUser12320,Data2
InstArg2183,PolitifactUser13651,Data2
InstArg2184,PolitifactUser14985,Data2
InstArg2185,PolitifactUser12323,Data2
InstArg2186,PolitifactUser13654,Data2
InstArg2187,PolitifactUser14982,Data2
InstArg2188,PolitifactUser12322,Data2
InstArg2189,PolitifactUser13653,Data2
InstArg2190,PolitifactUser14983,Data2
InstArg2191,PolitifactUser12325,Data2
InstArg2192,PolitifactUser13656,Data2
InstArg2193,PolitifactUser14988,Data2
InstArg2194,PolitifactUser12324,Data2
InstArg2195,PolitifactUser13655,Data2
InstArg2196,PolitifactUser14989,Data2
InstArg2197,PolitifactUser13658,Data2
InstArg2198,PolitifactUser14986,Data2
InstArg2199,PolitifactUser13657,Data2
InstArg2200,PolitifactUser14987,Data2
InstArg2201,PolitifactUser12326,Data2
InstArg2202,PolitifactUser12318,Data2
InstArg2203,PolitifactUser13649,Data2
InstArg2204,PolitifactUser12317,Data2
InstArg2205,PolitifactUser13648,Data2
InstArg2206,PolitifactUser14979,Data2
InstArg2207,PolitifactUser12319,Data2
InstArg2208,PolitifactUser1069,Data2
InstArg2209,PolitifactUser1067,Data2
InstArg2210,PolitifactUser2398,Data2
InstArg2211,PolitifactUser1068,Data2
InstArg2212,PolitifactUser2399,Data2
InstArg2213,PolitifactUser1065,Data2
InstArg2214,PolitifactUser2396,Data2
InstArg2215,PolitifactUser1066,Data2
InstArg2216,PolitifactUser2397,Data2
InstArg2217,PolitifactUser1063,Data2
InstArg2218,PolitifactUser2394,Data2
InstArg2219,PolitifactUser1064,Data2
InstArg2220,PolitifactUser2395,Data2
InstArg2221,PolitifactUser1061,Data2
InstArg2222,PolitifactUser2392,Data2
InstArg2223,PolitifactUser1062,Data2
InstArg2224,PolitifactUser2393,Data2
InstArg2225,PolitifactUser2390,Data2
InstArg2226,PolitifactUser1060,Data2
InstArg2227,PolitifactUser2391,Data2
InstArg2228,PolitifactUser1080,Data2
InstArg2229,PolitifactUser14951,Data2
InstArg2230,PolitifactUser14952,Data2
InstArg2231,PolitifactUser13621,Data2
InstArg2232,PolitifactUser13620,Data2
InstArg2233,PolitifactUser14950,Data2
InstArg2234,PolitifactUser13623,Data2
InstArg2235,PolitifactUser14955,Data2
InstArg2236,PolitifactUser13622,Data2
InstArg2237,PolitifactUser14956,Data2
InstArg2238,PolitifactUser13625,Data2
InstArg2239,PolitifactUser14953,Data2
InstArg2240,PolitifactUser13624,Data2
InstArg2241,PolitifactUser14954,Data2
InstArg2242,PolitifactUser13616,Data2
InstArg2243,PolitifactUser14948,Data2
InstArg2244,PolitifactUser14949,Data2
InstArg2245,PolitifactUser13618,Data2
InstArg2246,PolitifactUser14946,Data2
InstArg2247,PolitifactUser14947,Data2
InstArg2248,PolitifactUser13617,Data2
InstArg2249,PolitifactUser13619,Data2
InstArg2250,PolitifactUser1078,Data2
InstArg2251,PolitifactUser1079,Data2
InstArg2252,PolitifactUser1076,Data2
InstArg2253,PolitifactUser1077,Data2
InstArg2254,PolitifactUser1074,Data2
InstArg2255,PolitifactUser1075,Data2
InstArg2256,PolitifactUser1072,Data2
InstArg2257,PolitifactUser1073,Data2
InstArg2258,PolitifactUser1070,Data2
InstArg2259,PolitifactUser1071,Data2
InstArg2260,PolitifactUser1090,Data2
InstArg2261,PolitifactUser1091,Data2
InstArg2262,PolitifactUser14962,Data2
InstArg2263,PolitifactUser13630,Data2
InstArg2264,PolitifactUser14963,Data2
InstArg2265,PolitifactUser12301,Data2
InstArg2266,PolitifactUser13632,Data2
InstArg2267,PolitifactUser14960,Data2
InstArg2268,PolitifactUser12300,Data2
InstArg2269,PolitifactUser13631,Data2
InstArg2270,PolitifactUser14961,Data2
InstArg2271,PolitifactUser12303,Data2
InstArg2272,PolitifactUser13634,Data2
InstArg2273,PolitifactUser14966,Data2
InstArg2274,PolitifactUser12302,Data2
InstArg2275,PolitifactUser14967,Data2
InstArg2276,PolitifactUser13633,Data2
InstArg2277,PolitifactUser12305,Data2
InstArg2278,PolitifactUser13636,Data2
InstArg2279,PolitifactUser14964,Data2
InstArg2280,PolitifactUser12304,Data2
InstArg2281,PolitifactUser14965,Data2
InstArg2282,PolitifactUser13635,Data2
InstArg2283,PolitifactUser13627,Data2
InstArg2284,PolitifactUser14959,Data2
InstArg2285,PolitifactUser13626,Data2
InstArg2286,PolitifactUser13629,Data2
InstArg2287,PolitifactUser14957,Data2
InstArg2288,PolitifactUser13628,Data2
InstArg2289,PolitifactUser14958,Data2
InstArg2290,PolitifactUser1089,Data2
InstArg2291,PolitifactUser1087,Data2
InstArg2292,PolitifactUser1088,Data2
InstArg2293,PolitifactUser1085,Data2
InstArg2294,PolitifactUser1086,Data2
InstArg2295,PolitifactUser1083,Data2
InstArg2296,PolitifactUser1084,Data2
InstArg2297,PolitifactUser1081,Data2
InstArg2298,PolitifactUser1082,Data2
InstArg2299,PolitifactUser14930,Data2
InstArg2300,PolitifactUser13601,Data2
InstArg2301,PolitifactUser14933,Data2
InstArg2302,PolitifactUser13600,Data2
InstArg2303,PolitifactUser14934,Data2
InstArg2304,PolitifactUser13603,Data2
InstArg2305,PolitifactUser14931,Data2
InstArg2306,PolitifactUser13602,Data2
InstArg2307,PolitifactUser14932,Data2
InstArg2308,PolitifactUser14926,Data2
InstArg2309,PolitifactUser14927,Data2
InstArg2310,PolitifactUser14924,Data2
InstArg2311,PolitifactUser14925,Data2
InstArg2312,PolitifactUser14928,Data2
InstArg2313,PolitifactUser14929,Data2
InstArg2314,PolitifactUser1098,Data2
InstArg2315,PolitifactUser1099,Data2
InstArg2316,PolitifactUser1096,Data2
InstArg2317,PolitifactUser1097,Data2
InstArg2318,PolitifactUser1094,Data2
InstArg2319,PolitifactUser1095,Data2
InstArg2320,PolitifactUser1092,Data2
InstArg2321,PolitifactUser1093,Data2
InstArg2322,PolitifactUser14940,Data2
InstArg2323,PolitifactUser14941,Data2
InstArg2324,PolitifactUser13610,Data2
InstArg2325,PolitifactUser13612,Data2
InstArg2326,PolitifactUser14944,Data2
InstArg2327,PolitifactUser13611,Data2
InstArg2328,PolitifactUser14945,Data2
InstArg2329,PolitifactUser14942,Data2
InstArg2330,PolitifactUser13614,Data2
InstArg2331,PolitifactUser14943,Data2
InstArg2332,PolitifactUser13613,Data2
InstArg2333,PolitifactUser13605,Data2
InstArg2334,PolitifactUser14937,Data2
InstArg2335,PolitifactUser13604,Data2
InstArg2336,PolitifactUser14938,Data2
InstArg2337,PolitifactUser13607,Data2
InstArg2338,PolitifactUser14935,Data2
InstArg2339,PolitifactUser13606,Data2
InstArg2340,PolitifactUser14936,Data2
InstArg2341,PolitifactUser13609,Data2
InstArg2342,PolitifactUser13608,Data2
InstArg2343,PolitifactUser14939,Data2
InstArg2344,PolitifactUser14911,Data2
InstArg2345,PolitifactUser14912,Data2
InstArg2346,PolitifactUser14910,Data2
InstArg2347,PolitifactUser14904,Data2
InstArg2348,PolitifactUser14905,Data2
InstArg2349,PolitifactUser14902,Data2
InstArg2350,PolitifactUser14903,Data2
InstArg2351,PolitifactUser14908,Data2
InstArg2352,PolitifactUser14909,Data2
InstArg2353,PolitifactUser14906,Data2
InstArg2354,PolitifactUser14907,Data2
InstArg2355,PolitifactUser14922,Data2
InstArg2356,PolitifactUser14923,Data2
InstArg2357,PolitifactUser14920,Data2
InstArg2358,PolitifactUser14921,Data2
InstArg2359,PolitifactUser14915,Data2
InstArg2360,PolitifactUser14916,Data2
InstArg2361,PolitifactUser14913,Data2
InstArg2362,PolitifactUser14914,Data2
InstArg2363,PolitifactUser14919,Data2
InstArg2364,PolitifactUser14917,Data2
InstArg2365,PolitifactUser14918,Data2
InstArg2366,PolitifactUser12271,Data2
InstArg2367,PolitifactUser12270,Data2
InstArg2368,PolitifactUser12273,Data2
InstArg2369,PolitifactUser12272,Data2
InstArg2370,PolitifactUser12275,Data2
InstArg2371,PolitifactUser12274,Data2
InstArg2372,PolitifactUser12277,Data2
InstArg2373,PolitifactUser12276,Data2
InstArg2374,PolitifactUser12279,Data2
InstArg2375,PolitifactUser12278,Data2
InstArg2376,PolitifactUser12280,Data2
InstArg2377,PolitifactUser12282,Data2
InstArg2378,PolitifactUser12281,Data2
InstArg2379,PolitifactUser12284,Data2
InstArg2380,PolitifactUser12283,Data2
InstArg2381,PolitifactUser12286,Data2
InstArg2382,PolitifactUser12285,Data2
InstArg2383,PolitifactUser12288,Data2
InstArg2384,PolitifactUser12287,Data2
InstArg2385,PolitifactUser12289,Data2
InstArg2386,PolitifactUser13580,Data2
InstArg2387,PolitifactUser12251,Data2
InstArg2388,PolitifactUser13582,Data2
InstArg2389,PolitifactUser12250,Data2
InstArg2390,PolitifactUser13581,Data2
InstArg2391,PolitifactUser12253,Data2
InstArg2392,PolitifactUser13584,Data2
InstArg2393,PolitifactUser12252,Data2
InstArg2394,PolitifactUser13583,Data2
InstArg2395,PolitifactUser12255,Data2
InstArg2396,PolitifactUser13586,Data2
InstArg2397,PolitifactUser12254,Data2
InstArg2398,PolitifactUser13585,Data2
InstArg2399,PolitifactUser12257,Data2
InstArg2400,PolitifactUser13588,Data2
InstArg2401,PolitifactUser13587,Data2
InstArg2402,PolitifactUser12256,Data2
InstArg2403,PolitifactUser12259,Data2
InstArg2404,PolitifactUser12258,Data2
InstArg2405,PolitifactUser13589,Data2
InstArg2406,PolitifactUser12260,Data2
InstArg2407,PolitifactUser13591,Data2
InstArg2408,PolitifactUser13590,Data2
InstArg2409,PolitifactUser12262,Data2
InstArg2410,PolitifactUser13593,Data2
InstArg2411,PolitifactUser12261,Data2
InstArg2412,PolitifactUser13592,Data2
InstArg2413,PolitifactUser12264,Data2
InstArg2414,PolitifactUser13595,Data2
InstArg2415,PolitifactUser13594,Data2
InstArg2416,PolitifactUser12263,Data2
InstArg2417,PolitifactUser12266,Data2
InstArg2418,PolitifactUser13597,Data2
InstArg2419,PolitifactUser12265,Data2
InstArg2420,PolitifactUser13596,Data2
InstArg2421,PolitifactUser12268,Data2
InstArg2422,PolitifactUser13599,Data2
InstArg2423,PolitifactUser12267,Data2
InstArg2424,PolitifactUser13598,Data2
InstArg2425,PolitifactUser12269,Data2
