rva,AtomName,Type,Credibility,lastValue,convergencePoint
https://nobias-project.eu/RandomVariableAtom/RVA834,USERCREDLAT(12468),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA837,USERCREDLAT(12467),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA842,USERCREDLAT(12469),User,NotCredible,0.225,28
https://nobias-project.eu/RandomVariableAtom/RVA737,USERCREDLAT(12470),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA738,USERCREDLAT(12473),User,NotCredible,0.34,25
https://nobias-project.eu/RandomVariableAtom/RVA745,USERCREDLAT(12474),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA743,USERCREDLAT(12475),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA746,USERCREDLAT(12477),User,NotCredible,0.032,34
https://nobias-project.eu/RandomVariableAtom/RVA751,USERCREDLAT(12479),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA761,USERCREDLAT(12481),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA766,USERCREDLAT(12486),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA708,USERCREDLAT(12493),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA712,USERCREDLAT(12495),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA757,USERCREDLAT(12480),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA709,USERCREDLAT(12492),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA714,USERCREDLAT(12494),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA719,USERCREDLAT(12499),User,NotCredible,0.27,26
https://nobias-project.eu/RandomVariableAtom/RVA676,USERCREDLAT(12502),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA629,USERCREDLAT(12507),User,Credible,0.988,32
https://nobias-project.eu/RandomVariableAtom/RVA619,USERCREDLAT(12511),User,NotCredible,0.135,33
https://nobias-project.eu/RandomVariableAtom/RVA614,USERCREDLAT(12510),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA617,USERCREDLAT(12512),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA623,USERCREDLAT(12513),User,Credible,0.518,34
https://nobias-project.eu/RandomVariableAtom/RVA631,USERCREDLAT(12506),User,Credible,0.556,29
https://nobias-project.eu/RandomVariableAtom/RVA621,USERCREDLAT(12514),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA655,USERCREDLAT(12517),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA637,USERCREDLAT(12521),User,NotCredible,0.015,32
https://nobias-project.eu/RandomVariableAtom/RVA641,USERCREDLAT(12523),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA576,USERCREDLAT(12527),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA643,USERCREDLAT(12522),User,NotCredible,0.063,34
https://nobias-project.eu/RandomVariableAtom/RVA649,USERCREDLAT(12516),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA578,USERCREDLAT(12529),User,NotCredible,0.066,30
https://nobias-project.eu/RandomVariableAtom/RVA555,USERCREDLAT(12530),User,NotCredible,0.063,33
https://nobias-project.eu/RandomVariableAtom/RVA559,USERCREDLAT(12532),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA565,USERCREDLAT(12534),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA606,USERCREDLAT(12538),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA568,USERCREDLAT(12533),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA612,USERCREDLAT(12539),User,Credible,0.995,27
https://nobias-project.eu/RandomVariableAtom/RVA588,USERCREDLAT(12543),User,NotCredible,0.486,6
https://nobias-project.eu/RandomVariableAtom/RVA596,USERCREDLAT(12544),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA582,USERCREDLAT(12541),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA594,USERCREDLAT(12545),User,NotCredible,0.029,34
https://nobias-project.eu/RandomVariableAtom/RVA602,USERCREDLAT(12546),User,NotCredible,0.041,34
https://nobias-project.eu/RandomVariableAtom/RVA482,USERCREDLAT(12550),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA511,USERCREDLAT(12548),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA486,USERCREDLAT(12552),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA489,USERCREDLAT(12551),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA495,USERCREDLAT(12553),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA498,USERCREDLAT(12556),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA504,USERCREDLAT(12558),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA554,USERCREDLAT(12559),User,NotCredible,0.013,34
https://nobias-project.eu/RandomVariableAtom/RVA531,USERCREDLAT(12563),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA533,USERCREDLAT(12562),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA525,USERCREDLAT(12561),User,Credible,0.998,25
https://nobias-project.eu/RandomVariableAtom/RVA540,USERCREDLAT(12564),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA536,USERCREDLAT(12565),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA545,USERCREDLAT(12566),User,Credible,0.995,26
https://nobias-project.eu/RandomVariableAtom/RVA548,USERCREDLAT(12569),User,Credible,0.949,32
https://nobias-project.eu/RandomVariableAtom/RVA550,USERCREDLAT(12568),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA111,USERCREDLAT(12571),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA115,USERCREDLAT(12573),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA113,USERCREDLAT(12574),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA124,USERCREDLAT(12577),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA141,USERCREDLAT(12583),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA145,USERCREDLAT(12582),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA148,USERCREDLAT(12584),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA138,USERCREDLAT(12580),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA153,USERCREDLAT(12586),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA59,USERCREDLAT(12591),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA73,USERCREDLAT(12597),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA67,USERCREDLAT(12595),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA69,USERCREDLAT(12598),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA76,USERCREDLAT(12599),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4523,USERCREDLAT(12601),User,NotCredible,0.087,33
https://nobias-project.eu/RandomVariableAtom/RVA4518,USERCREDLAT(12600),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4842,USERCREDLAT(12603),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4840,USERCREDLAT(12604),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4848,USERCREDLAT(12608),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA4846,USERCREDLAT(12605),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA4834,USERCREDLAT(12610),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4832,USERCREDLAT(12611),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4852,USERCREDLAT(12609),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4838,USERCREDLAT(12612),User,NotCredible,0.274,12
https://nobias-project.eu/RandomVariableAtom/RVA4867,USERCREDLAT(12614),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4865,USERCREDLAT(12615),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA4836,USERCREDLAT(12613),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4871,USERCREDLAT(12616),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4857,USERCREDLAT(12622),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4791,USERCREDLAT(12625),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4869,USERCREDLAT(12617),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4793,USERCREDLAT(12628),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4795,USERCREDLAT(12627),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA4772,USERCREDLAT(12631),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4861,USERCREDLAT(12624),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA4820,USERCREDLAT(12637),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4828,USERCREDLAT(12638),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA4778,USERCREDLAT(12633),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4804,USERCREDLAT(12641),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4802,USERCREDLAT(12642),User,Credible,0.948,32
https://nobias-project.eu/RandomVariableAtom/RVA4817,USERCREDLAT(12645),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA4727,USERCREDLAT(12647),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4811,USERCREDLAT(12643),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4703,USERCREDLAT(12650),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4814,USERCREDLAT(12646),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4723,USERCREDLAT(12648),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4708,USERCREDLAT(12652),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4706,USERCREDLAT(12653),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA4721,USERCREDLAT(12656),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA4746,USERCREDLAT(12663),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4755,USERCREDLAT(12665),User,NotCredible,0.486,9
https://nobias-project.eu/RandomVariableAtom/RVA4732,USERCREDLAT(12660),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA4717,USERCREDLAT(12657),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4763,USERCREDLAT(12667),User,NotCredible,0.025,34
https://nobias-project.eu/RandomVariableAtom/RVA4647,USERCREDLAT(12674),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4635,USERCREDLAT(12670),User,NotCredible,0.078,33
https://nobias-project.eu/RandomVariableAtom/RVA4653,USERCREDLAT(12676),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4659,USERCREDLAT(12678),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4667,USERCREDLAT(12680),User,Credible,0.962,27
https://nobias-project.eu/RandomVariableAtom/RVA4656,USERCREDLAT(12679),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4671,USERCREDLAT(12681),User,NotCredible,0.15,33
https://nobias-project.eu/RandomVariableAtom/RVA4675,USERCREDLAT(12684),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA4684,USERCREDLAT(12688),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA4250,USERCREDLAT(12690),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4248,USERCREDLAT(12691),User,NotCredible,0.026,27
https://nobias-project.eu/RandomVariableAtom/RVA4682,USERCREDLAT(12685),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA4262,USERCREDLAT(12694),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4257,USERCREDLAT(12695),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4267,USERCREDLAT(12696),User,NotCredible,0.031,34
https://nobias-project.eu/RandomVariableAtom/RVA4251,USERCREDLAT(12693),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA4274,USERCREDLAT(12698),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4265,USERCREDLAT(12697),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA3952,USERCREDLAT(12700),User,Credible,0.987,24
https://nobias-project.eu/RandomVariableAtom/RVA4271,USERCREDLAT(12699),User,NotCredible,0.031,34
https://nobias-project.eu/RandomVariableAtom/RVA3951,USERCREDLAT(12701),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3892,USERCREDLAT(12704),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3883,USERCREDLAT(12703),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3889,USERCREDLAT(12705),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3904,USERCREDLAT(12708),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA3882,USERCREDLAT(12711),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA3881,USERCREDLAT(12712),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA3923,USERCREDLAT(12715),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3915,USERCREDLAT(12714),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3925,USERCREDLAT(12718),User,NotCredible,0.486,5
https://nobias-project.eu/RandomVariableAtom/RVA3911,USERCREDLAT(12721),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA4152,USERCREDLAT(12724),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4154,USERCREDLAT(12726),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3886,USERCREDLAT(12702),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4144,USERCREDLAT(12732),User,NotCredible,0.024,31
https://nobias-project.eu/RandomVariableAtom/RVA4156,USERCREDLAT(12728),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4146,USERCREDLAT(12731),User,Credible,0.991,25
https://nobias-project.eu/RandomVariableAtom/RVA4150,USERCREDLAT(12733),User,NotCredible,0.0,3
https://nobias-project.eu/RandomVariableAtom/RVA3932,USERCREDLAT(12719),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4169,USERCREDLAT(12736),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4178,USERCREDLAT(12739),User,NotCredible,0.285,25
https://nobias-project.eu/RandomVariableAtom/RVA3897,USERCREDLAT(12706),User,NotCredible,0.063,34
https://nobias-project.eu/RandomVariableAtom/RVA4159,USERCREDLAT(12740),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4107,USERCREDLAT(12747),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA4157,USERCREDLAT(12741),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4161,USERCREDLAT(12743),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA4111,USERCREDLAT(12749),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3919,USERCREDLAT(12716),User,Credible,0.991,34
https://nobias-project.eu/RandomVariableAtom/RVA4164,USERCREDLAT(12745),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA4097,USERCREDLAT(12751),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4105,USERCREDLAT(12755),User,Credible,0.962,27
https://nobias-project.eu/RandomVariableAtom/RVA4137,USERCREDLAT(12757),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA4095,USERCREDLAT(12752),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA4115,USERCREDLAT(12761),User,Credible,0.99,25
https://nobias-project.eu/RandomVariableAtom/RVA4128,USERCREDLAT(12764),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4031,USERCREDLAT(12771),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4134,USERCREDLAT(12766),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA4051,USERCREDLAT(12769),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4062,USERCREDLAT(12780),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA4039,USERCREDLAT(12776),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA4041,USERCREDLAT(12775),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA4059,USERCREDLAT(12781),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA4065,USERCREDLAT(12783),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4068,USERCREDLAT(12782),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4080,USERCREDLAT(12786),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA4045,USERCREDLAT(12778),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA3973,USERCREDLAT(12790),User,NotCredible,0.153,27
https://nobias-project.eu/RandomVariableAtom/RVA4086,USERCREDLAT(12788),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3974,USERCREDLAT(12792),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3983,USERCREDLAT(12793),User,NotCredible,0.486,7
https://nobias-project.eu/RandomVariableAtom/RVA3980,USERCREDLAT(12794),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3988,USERCREDLAT(12795),User,NotCredible,0.013,34
https://nobias-project.eu/RandomVariableAtom/RVA3987,USERCREDLAT(12796),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3992,USERCREDLAT(12798),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3442,USERCREDLAT(12801),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3444,USERCREDLAT(12804),User,NotCredible,0.031,32
https://nobias-project.eu/RandomVariableAtom/RVA3449,USERCREDLAT(12805),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3441,USERCREDLAT(12802),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3452,USERCREDLAT(12807),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3455,USERCREDLAT(12809),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3445,USERCREDLAT(12803),User,Credible,0.795,31
https://nobias-project.eu/RandomVariableAtom/RVA3464,USERCREDLAT(12812),User,NotCredible,0.031,34
https://nobias-project.eu/RandomVariableAtom/RVA3451,USERCREDLAT(12808),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3465,USERCREDLAT(12815),User,NotCredible,0.065,30
https://nobias-project.eu/RandomVariableAtom/RVA3466,USERCREDLAT(12814),User,Credible,0.901,31
https://nobias-project.eu/RandomVariableAtom/RVA3468,USERCREDLAT(12816),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3467,USERCREDLAT(12817),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA3440,USERCREDLAT(12810),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3396,USERCREDLAT(12825),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3469,USERCREDLAT(12819),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3462,USERCREDLAT(12821),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3394,USERCREDLAT(12826),User,Credible,0.895,33
https://nobias-project.eu/RandomVariableAtom/RVA3397,USERCREDLAT(12828),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3403,USERCREDLAT(12829),User,Credible,0.654,7
https://nobias-project.eu/RandomVariableAtom/RVA3386,USERCREDLAT(12830),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3424,USERCREDLAT(12836),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3422,USERCREDLAT(12837),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA3409,USERCREDLAT(12842),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3430,USERCREDLAT(12838),User,Credible,0.995,26
https://nobias-project.eu/RandomVariableAtom/RVA3415,USERCREDLAT(12843),User,NotCredible,0.074,21
https://nobias-project.eu/RandomVariableAtom/RVA3650,USERCREDLAT(12848),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3651,USERCREDLAT(12847),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA3654,USERCREDLAT(12849),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA3419,USERCREDLAT(12834),User,NotCredible,0.225,28
https://nobias-project.eu/RandomVariableAtom/RVA3680,USERCREDLAT(12858),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3674,USERCREDLAT(12857),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA3678,USERCREDLAT(12859),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3665,USERCREDLAT(12863),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3667,USERCREDLAT(12866),User,Credible,0.925,34
https://nobias-project.eu/RandomVariableAtom/RVA3582,USERCREDLAT(12874),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA3578,USERCREDLAT(12875),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA3601,USERCREDLAT(12880),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3599,USERCREDLAT(12869),User,NotCredible,0.153,27
https://nobias-project.eu/RandomVariableAtom/RVA3630,USERCREDLAT(12878),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3606,USERCREDLAT(12881),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA3543,USERCREDLAT(12889),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3613,USERCREDLAT(12886),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3617,USERCREDLAT(12885),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3515,USERCREDLAT(12890),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3594,USERCREDLAT(12867),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA3525,USERCREDLAT(12894),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA3513,USERCREDLAT(12891),User,NotCredible,0.031,31
https://nobias-project.eu/RandomVariableAtom/RVA3612,USERCREDLAT(12883),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA3587,USERCREDLAT(12876),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA3523,USERCREDLAT(12895),User,NotCredible,0.0,4
https://nobias-project.eu/RandomVariableAtom/RVA3533,USERCREDLAT(12896),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA3537,USERCREDLAT(12898),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3535,USERCREDLAT(12899),User,NotCredible,0.047,34
https://nobias-project.eu/RandomVariableAtom/RVA2983,USERCREDLAT(12901),User,NotCredible,0.013,31
https://nobias-project.eu/RandomVariableAtom/RVA2984,USERCREDLAT(12900),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA2988,USERCREDLAT(12904),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA2987,USERCREDLAT(12905),User,NotCredible,0.11,26
https://nobias-project.eu/RandomVariableAtom/RVA2991,USERCREDLAT(12909),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA2997,USERCREDLAT(12914),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA3000,USERCREDLAT(12915),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA3001,USERCREDLAT(12918),User,NotCredible,0.486,9
https://nobias-project.eu/RandomVariableAtom/RVA3003,USERCREDLAT(12919),User,NotCredible,0.062,34
https://nobias-project.eu/RandomVariableAtom/RVA2999,USERCREDLAT(12916),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA2953,USERCREDLAT(12923),User,Credible,0.984,31
https://nobias-project.eu/RandomVariableAtom/RVA2958,USERCREDLAT(12926),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA2955,USERCREDLAT(12925),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA2956,USERCREDLAT(12924),User,NotCredible,0.0,9
https://nobias-project.eu/RandomVariableAtom/RVA2957,USERCREDLAT(12927),User,NotCredible,0.0,5
https://nobias-project.eu/RandomVariableAtom/RVA2960,USERCREDLAT(12928),User,NotCredible,0.0,2
https://nobias-project.eu/RandomVariableAtom/RVA2951,USERCREDLAT(12931),User,Credible,0.854,34
https://nobias-project.eu/RandomVariableAtom/RVA2949,USERCREDLAT(12932),User,NotCredible,0.486,10
https://nobias-project.eu/RandomVariableAtom/RVA2970,USERCREDLAT(12933),User,NotCredible,0.024,31
https://nobias-project.eu/RandomVariableAtom/RVA2969,USERCREDLAT(12934),User,NotCredible,0.0,6
https://nobias-project.eu/RandomVariableAtom/RVA2972,USERCREDLAT(12936),User,NotCredible,0.097,33
https://nobias-project.eu/RandomVariableAtom/RVA2974,USERCREDLAT(12935),User,NotCredible,0.0,8
https://nobias-project.eu/RandomVariableAtom/RVA2975,USERCREDLAT(12938),User,NotCredible,0.031,34
https://nobias-project.eu/RandomVariableAtom/RVA2977,USERCREDLAT(12937),User,NotCredible,0.0,7
https://nobias-project.eu/RandomVariableAtom/RVA2981,USERCREDLAT(12939),User,NotCredible,0.0,9
