term_id,coefficient,has_rva,Model,Dataset,Fold_number,fold_id
Term12975,-1.0,RVA845,Model2,Data1,1,Fold1
Term12975,-1.0,RVA8436,Model2,Data1,1,Fold1
Term12976,-1.0,RVA724,Model2,Data1,1,Fold1
Term12976,-1.0,RVA2157,Model2,Data1,1,Fold1
Term12977,-1.0,RVA8352,Model2,Data1,1,Fold1
Term12977,-1.0,RVA11888,Model2,Data1,1,Fold1
Term12978,-1.0,RVA8436,Model2,Data1,1,Fold1
Term12979,-1.0,RVA14959,Model2,Data1,1,Fold1
Term12980,-1.0,RVA773,Model2,Data1,1,Fold1
Term12980,-1.0,RVA2157,Model2,Data1,1,Fold1
Term12981,-1.0,RVA8171,Model2,Data1,1,Fold1
Term12982,-1.0,RVA11439,Model2,Data1,1,Fold1
Term12983,-1.0,RVA4060,Model2,Data1,1,Fold1
Term12984,-1.0,RVA14788,Model2,Data1,1,Fold1
Term12985,1.0,RVA14492,Model2,Data1,1,Fold1
Term12986,-1.0,RVA9555,Model2,Data1,1,Fold1
Term12986,-1.0,RVA13434,Model2,Data1,1,Fold1
Term12987,1.0,RVA14700,Model2,Data1,1,Fold1
Term12988,1.0,RVA11888,Model2,Data1,1,Fold1
Term12989,1.0,RVA14700,Model2,Data1,1,Fold1
Term12990,-1.0,RVA723,Model2,Data1,1,Fold1
Term12990,-1.0,RVA14959,Model2,Data1,1,Fold1
Term12991,1.0,RVA5558,Model2,Data1,1,Fold1
Term12992,1.0,RVA14788,Model2,Data1,1,Fold1
Term12993,1.0,RVA11888,Model2,Data1,1,Fold1
Term12994,1.0,RVA12849,Model2,Data1,1,Fold1
Term12995,1.0,RVA5609,Model2,Data1,1,Fold1
Term12996,1.0,RVA14700,Model2,Data1,1,Fold1
Term12997,1.0,RVA14700,Model2,Data1,1,Fold1
Term12998,1.0,RVA11888,Model2,Data1,1,Fold1
Term12999,1.0,RVA10910,Model2,Data1,1,Fold1
Term13000,1.0,RVA13434,Model2,Data1,1,Fold1
Term13001,1.0,RVA11888,Model2,Data1,1,Fold1
Term13002,1.0,RVA5609,Model2,Data1,1,Fold1
Term13003,1.0,RVA4853,Model2,Data1,1,Fold1
Term13004,1.0,RVA11888,Model2,Data1,1,Fold1
Term13005,1.0,RVA11888,Model2,Data1,1,Fold1
Term13006,1.0,RVA14700,Model2,Data1,1,Fold1
Term13007,1.0,RVA15147,Model2,Data1,1,Fold1
Term13008,1.0,RVA14700,Model2,Data1,1,Fold1
Term13009,1.0,RVA8171,Model2,Data1,1,Fold1
Term13010,1.0,RVA13434,Model2,Data1,1,Fold1
Term13011,1.0,RVA11888,Model2,Data1,1,Fold1
Term13012,1.0,RVA12848,Model2,Data1,1,Fold1
Term13013,1.0,RVA11888,Model2,Data1,1,Fold1
Term13014,1.0,RVA11888,Model2,Data1,1,Fold1
Term13015,1.0,RVA14492,Model2,Data1,1,Fold1
Term13016,1.0,RVA4698,Model2,Data1,1,Fold1
Term13017,1.0,RVA14700,Model2,Data1,1,Fold1
Term13018,1.0,RVA14700,Model2,Data1,1,Fold1
Term13019,1.0,RVA14700,Model2,Data1,1,Fold1
Term13020,1.0,RVA14700,Model2,Data1,1,Fold1
Term13021,1.0,RVA5012,Model2,Data1,1,Fold1
Term13022,1.0,RVA5609,Model2,Data1,1,Fold1
Term13023,1.0,RVA4309,Model2,Data1,1,Fold1
Term13024,1.0,RVA8171,Model2,Data1,1,Fold1
Term13025,1.0,RVA5609,Model2,Data1,1,Fold1
Term13026,1.0,RVA13434,Model2,Data1,1,Fold1
Term13027,1.0,RVA4189,Model2,Data1,1,Fold1
Term13028,1.0,RVA4309,Model2,Data1,1,Fold1
Term13029,1.0,RVA10910,Model2,Data1,1,Fold1
Term13030,1.0,RVA8171,Model2,Data1,1,Fold1
Term13031,1.0,RVA12848,Model2,Data1,1,Fold1
Term13032,1.0,RVA14551,Model2,Data1,1,Fold1
Term13033,1.0,RVA14700,Model2,Data1,1,Fold1
Term13034,1.0,RVA1280,Model2,Data1,1,Fold1
Term13035,1.0,RVA10910,Model2,Data1,1,Fold1
Term13036,1.0,RVA12848,Model2,Data1,1,Fold1
Term13037,1.0,RVA5012,Model2,Data1,1,Fold1
Term13038,1.0,RVA5609,Model2,Data1,1,Fold1
Term13039,1.0,RVA11888,Model2,Data1,1,Fold1
Term13040,1.0,RVA10932,Model2,Data1,1,Fold1
Term13041,1.0,RVA2691,Model2,Data1,1,Fold1
Term13042,1.0,RVA14700,Model2,Data1,1,Fold1
Term13043,1.0,RVA4698,Model2,Data1,1,Fold1
Term13044,1.0,RVA11888,Model2,Data1,1,Fold1
Term13045,1.0,RVA12848,Model2,Data1,1,Fold1
Term13046,1.0,RVA14700,Model2,Data1,1,Fold1
Term13047,1.0,RVA11888,Model2,Data1,1,Fold1
Term13048,1.0,RVA13434,Model2,Data1,1,Fold1
Term13049,1.0,RVA14788,Model2,Data1,1,Fold1
Term13050,1.0,RVA15147,Model2,Data1,1,Fold1
Term13051,1.0,RVA14700,Model2,Data1,1,Fold1
Term13052,1.0,RVA14700,Model2,Data1,1,Fold1
Term13053,1.0,RVA13434,Model2,Data1,1,Fold1
Term13054,1.0,RVA3024,Model2,Data1,1,Fold1
Term13055,1.0,RVA11888,Model2,Data1,1,Fold1
Term13056,1.0,RVA12848,Model2,Data1,1,Fold1
Term13057,1.0,RVA5609,Model2,Data1,1,Fold1
Term13058,1.0,RVA13434,Model2,Data1,1,Fold1
Term13059,1.0,RVA13434,Model2,Data1,1,Fold1
Term13060,1.0,RVA8436,Model2,Data1,1,Fold1
Term13060,1.0,RVA844,Model2,Data1,1,Fold1
Term13061,1.0,RVA14788,Model2,Data1,1,Fold1
Term13062,1.0,RVA12849,Model2,Data1,1,Fold1
Term13062,1.0,RVA9556,Model2,Data1,1,Fold1
Term13063,1.0,RVA14700,Model2,Data1,1,Fold1
Term13063,1.0,RVA777,Model2,Data1,1,Fold1
Term13064,1.0,RVA13434,Model2,Data1,1,Fold1
Term13064,1.0,RVA849,Model2,Data1,1,Fold1
Term13065,1.0,RVA13434,Model2,Data1,1,Fold1
Term13065,1.0,RVA8379,Model2,Data1,1,Fold1
Term13066,1.0,RVA14700,Model2,Data1,1,Fold1
Term13066,1.0,RVA8356,Model2,Data1,1,Fold1
Term13067,1.0,RVA5609,Model2,Data1,1,Fold1
Term13067,1.0,RVA8368,Model2,Data1,1,Fold1
Term13068,1.0,RVA8436,Model2,Data1,1,Fold1
Term13068,1.0,RVA9557,Model2,Data1,1,Fold1
Term13069,1.0,RVA14959,Model2,Data1,1,Fold1
Term13069,1.0,RVA836,Model2,Data1,1,Fold1
Term13070,1.0,RVA11888,Model2,Data1,1,Fold1
Term13070,1.0,RVA8351,Model2,Data1,1,Fold1
Term13071,1.0,RVA3024,Model2,Data1,1,Fold1
Term13071,1.0,RVA9560,Model2,Data1,1,Fold1
Term13072,1.0,RVA1803,Model2,Data1,1,Fold1
Term13072,1.0,RVA803,Model2,Data1,1,Fold1
Term13073,1.0,RVA13434,Model2,Data1,1,Fold1
Term13073,1.0,RVA9559,Model2,Data1,1,Fold1
Term13074,1.0,RVA14959,Model2,Data1,1,Fold1
Term13074,1.0,RVA847,Model2,Data1,1,Fold1
Term13075,1.0,RVA14959,Model2,Data1,1,Fold1
Term13075,1.0,RVA846,Model2,Data1,1,Fold1
Term13076,1.0,RVA11888,Model2,Data1,1,Fold1
Term13076,1.0,RVA8353,Model2,Data1,1,Fold1
Term13077,1.0,RVA14959,Model2,Data1,1,Fold1
Term13077,1.0,RVA756,Model2,Data1,1,Fold1
Term13078,1.0,RVA12848,Model2,Data1,1,Fold1
Term13078,1.0,RVA8355,Model2,Data1,1,Fold1
Term13079,1.0,RVA13434,Model2,Data1,1,Fold1
Term13079,1.0,RVA8405,Model2,Data1,1,Fold1
Term13080,1.0,RVA8436,Model2,Data1,1,Fold1
Term13080,1.0,RVA848,Model2,Data1,1,Fold1
Term13081,1.0,RVA2691,Model2,Data1,1,Fold1
Term13081,1.0,RVA8350,Model2,Data1,1,Fold1
Term13082,1.0,RVA13434,Model2,Data1,1,Fold1
Term13082,1.0,RVA9555,Model2,Data1,1,Fold1
Term13083,1.0,RVA11888,Model2,Data1,1,Fold1
Term13083,1.0,RVA755,Model2,Data1,1,Fold1
Term13084,1.0,RVA4853,Model2,Data1,1,Fold1
Term13084,1.0,RVA5710,Model2,Data1,1,Fold1
Term13085,1.0,RVA14959,Model2,Data1,1,Fold1
Term13085,1.0,RVA778,Model2,Data1,1,Fold1
Term13086,1.0,RVA10910,Model2,Data1,1,Fold1
Term13086,1.0,RVA8411,Model2,Data1,1,Fold1
Term13087,1.0,RVA14959,Model2,Data1,1,Fold1
Term13087,1.0,RVA723,Model2,Data1,1,Fold1
Term13088,1.0,RVA1280,Model2,Data1,1,Fold1
Term13088,1.0,RVA9558,Model2,Data1,1,Fold1
Term13089,1.0,RVA5609,Model2,Data1,1,Fold1
Term13089,1.0,RVA8357,Model2,Data1,1,Fold1
Term13090,1.0,RVA13434,Model2,Data1,1,Fold1
Term13090,1.0,RVA8378,Model2,Data1,1,Fold1
Term13091,1.0,RVA8436,Model2,Data1,1,Fold1
Term13091,1.0,RVA845,Model2,Data1,1,Fold1
Term13092,1.0,RVA11888,Model2,Data1,1,Fold1
Term13092,1.0,RVA8352,Model2,Data1,1,Fold1
Term13093,1.0,RVA8436,Model2,Data1,1,Fold1
Term13093,1.0,RVA754,Model2,Data1,1,Fold1
Term13094,1.0,RVA2157,Model2,Data1,1,Fold1
Term13094,1.0,RVA724,Model2,Data1,1,Fold1
Term13095,1.0,RVA11888,Model2,Data1,1,Fold1
Term13095,1.0,RVA8354,Model2,Data1,1,Fold1
Term13096,1.0,RVA1280,Model2,Data1,1,Fold1
Term13097,1.0,RVA4309,Model2,Data1,1,Fold1
Term13098,1.0,RVA3024,Model2,Data1,1,Fold1
Term13099,1.0,RVA2157,Model2,Data1,1,Fold1
Term13099,1.0,RVA773,Model2,Data1,1,Fold1
Term13100,1.0,RVA8436,Model2,Data1,1,Fold1
Term13101,1.0,RVA4853,Model2,Data1,1,Fold1
Term13102,1.0,RVA13434,Model2,Data1,1,Fold1
Term13103,1.0,RVA12849,Model2,Data1,1,Fold1
Term13104,1.0,RVA4060,Model2,Data1,1,Fold1
Term13105,1.0,RVA5609,Model2,Data1,1,Fold1
Term13106,1.0,RVA14788,Model2,Data1,1,Fold1
Term13107,-1.0,RVA1673,Model2,Data1,1,Fold1
Term13108,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13108,-1.0,RVA1671,Model2,Data1,1,Fold1
Term13109,1.0,RVA4698,Model2,Data1,1,Fold1
Term13110,-1.0,RVA1667,Model2,Data1,1,Fold1
Term13111,-1.0,RVA1669,Model2,Data1,1,Fold1
Term13112,-1.0,RVA1675,Model2,Data1,1,Fold1
Term13113,-1.0,RVA1664,Model2,Data1,1,Fold1
Term13114,-1.0,RVA778,Model2,Data1,1,Fold1
Term13114,-1.0,RVA3,Model2,Data1,1,Fold1
Term13115,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13115,-1.0,RVA5,Model2,Data1,1,Fold1
Term13116,-1.0,RVA12,Model2,Data1,1,Fold1
Term13117,-1.0,RVA2,Model2,Data1,1,Fold1
Term13118,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13118,-1.0,RVA1,Model2,Data1,1,Fold1
Term13119,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13119,-1.0,RVA10,Model2,Data1,1,Fold1
Term13120,-1.0,RVA29,Model2,Data1,1,Fold1
Term13121,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13121,-1.0,RVA25,Model2,Data1,1,Fold1
Term13122,-1.0,RVA30,Model2,Data1,1,Fold1
Term13123,-1.0,RVA24,Model2,Data1,1,Fold1
Term13124,-1.0,RVA34,Model2,Data1,1,Fold1
Term13125,-1.0,RVA9558,Model2,Data1,1,Fold1
Term13125,-1.0,RVA19,Model2,Data1,1,Fold1
Term13126,-1.0,RVA27,Model2,Data1,1,Fold1
Term13127,-1.0,RVA778,Model2,Data1,1,Fold1
Term13127,-1.0,RVA34,Model2,Data1,1,Fold1
Term13128,-1.0,RVA33,Model2,Data1,1,Fold1
Term13129,-1.0,RVA50,Model2,Data1,1,Fold1
Term13130,-1.0,RVA49,Model2,Data1,1,Fold1
Term13131,-1.0,RVA34,Model2,Data1,1,Fold1
Term13132,-1.0,RVA34,Model2,Data1,1,Fold1
Term13133,-1.0,RVA55,Model2,Data1,1,Fold1
Term13134,-1.0,RVA53,Model2,Data1,1,Fold1
Term13135,-1.0,RVA51,Model2,Data1,1,Fold1
Term13136,-1.0,RVA8356,Model2,Data1,1,Fold1
Term13136,-1.0,RVA79,Model2,Data1,1,Fold1
Term13137,-1.0,RVA43,Model2,Data1,1,Fold1
Term13138,-1.0,RVA74,Model2,Data1,1,Fold1
Term13139,-1.0,RVA70,Model2,Data1,1,Fold1
Term13140,-1.0,RVA77,Model2,Data1,1,Fold1
Term13141,-1.0,RVA84,Model2,Data1,1,Fold1
Term13142,-1.0,RVA74,Model2,Data1,1,Fold1
Term13143,-1.0,RVA84,Model2,Data1,1,Fold1
Term13144,-1.0,RVA74,Model2,Data1,1,Fold1
Term13145,-1.0,RVA84,Model2,Data1,1,Fold1
Term13146,-1.0,RVA86,Model2,Data1,1,Fold1
Term13147,-1.0,RVA778,Model2,Data1,1,Fold1
Term13147,-1.0,RVA83,Model2,Data1,1,Fold1
Term13148,-1.0,RVA84,Model2,Data1,1,Fold1
Term13149,-1.0,RVA99,Model2,Data1,1,Fold1
Term13150,-1.0,RVA100,Model2,Data1,1,Fold1
Term13151,-1.0,RVA8355,Model2,Data1,1,Fold1
Term13151,-1.0,RVA84,Model2,Data1,1,Fold1
Term13152,-1.0,RVA81,Model2,Data1,1,Fold1
Term13153,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13153,-1.0,RVA98,Model2,Data1,1,Fold1
Term13154,-1.0,RVA105,Model2,Data1,1,Fold1
Term13155,-1.0,RVA95,Model2,Data1,1,Fold1
Term13156,-1.0,RVA104,Model2,Data1,1,Fold1
Term13157,-1.0,RVA107,Model2,Data1,1,Fold1
Term13158,-1.0,RVA103,Model2,Data1,1,Fold1
Term13159,-1.0,RVA96,Model2,Data1,1,Fold1
Term13160,-1.0,RVA128,Model2,Data1,1,Fold1
Term13161,-1.0,RVA102,Model2,Data1,1,Fold1
Term13162,-1.0,RVA101,Model2,Data1,1,Fold1
Term13163,-1.0,RVA126,Model2,Data1,1,Fold1
Term13164,-1.0,RVA126,Model2,Data1,1,Fold1
Term13165,-1.0,RVA723,Model2,Data1,1,Fold1
Term13165,-1.0,RVA126,Model2,Data1,1,Fold1
Term13166,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13166,-1.0,RVA123,Model2,Data1,1,Fold1
Term13167,-1.0,RVA142,Model2,Data1,1,Fold1
Term13168,-1.0,RVA121,Model2,Data1,1,Fold1
Term13169,-1.0,RVA139,Model2,Data1,1,Fold1
Term13170,-1.0,RVA8355,Model2,Data1,1,Fold1
Term13170,-1.0,RVA136,Model2,Data1,1,Fold1
Term13171,-1.0,RVA135,Model2,Data1,1,Fold1
Term13172,-1.0,RVA8356,Model2,Data1,1,Fold1
Term13172,-1.0,RVA134,Model2,Data1,1,Fold1
Term13173,-1.0,RVA134,Model2,Data1,1,Fold1
Term13174,-1.0,RVA132,Model2,Data1,1,Fold1
Term13175,-1.0,RVA165,Model2,Data1,1,Fold1
Term13176,-1.0,RVA163,Model2,Data1,1,Fold1
Term13177,-1.0,RVA162,Model2,Data1,1,Fold1
Term13178,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13178,-1.0,RVA171,Model2,Data1,1,Fold1
Term13179,-1.0,RVA8368,Model2,Data1,1,Fold1
Term13179,-1.0,RVA178,Model2,Data1,1,Fold1
Term13180,-1.0,RVA179,Model2,Data1,1,Fold1
Term13181,-1.0,RVA8356,Model2,Data1,1,Fold1
Term13181,-1.0,RVA178,Model2,Data1,1,Fold1
Term13182,-1.0,RVA173,Model2,Data1,1,Fold1
Term13183,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13183,-1.0,RVA175,Model2,Data1,1,Fold1
Term13184,-1.0,RVA172,Model2,Data1,1,Fold1
Term13185,-1.0,RVA10969,Model2,Data1,1,Fold1
Term13186,-1.0,RVA174,Model2,Data1,1,Fold1
Term13187,-1.0,RVA10964,Model2,Data1,1,Fold1
Term13188,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13188,-1.0,RVA10966,Model2,Data1,1,Fold1
Term13189,-1.0,RVA10965,Model2,Data1,1,Fold1
Term13190,-1.0,RVA10219,Model2,Data1,1,Fold1
Term13191,-1.0,RVA10216,Model2,Data1,1,Fold1
Term13192,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13192,-1.0,RVA10195,Model2,Data1,1,Fold1
Term13193,-1.0,RVA10213,Model2,Data1,1,Fold1
Term13194,-1.0,RVA10218,Model2,Data1,1,Fold1
Term13195,-1.0,RVA8378,Model2,Data1,1,Fold1
Term13195,-1.0,RVA10226,Model2,Data1,1,Fold1
Term13196,-1.0,RVA10249,Model2,Data1,1,Fold1
Term13197,-1.0,RVA8356,Model2,Data1,1,Fold1
Term13197,-1.0,RVA10226,Model2,Data1,1,Fold1
Term13198,-1.0,RVA10246,Model2,Data1,1,Fold1
Term13199,-1.0,RVA10244,Model2,Data1,1,Fold1
Term13200,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13200,-1.0,RVA10248,Model2,Data1,1,Fold1
Term13201,-1.0,RVA846,Model2,Data1,1,Fold1
Term13201,-1.0,RVA10245,Model2,Data1,1,Fold1
Term13202,-1.0,RVA10272,Model2,Data1,1,Fold1
Term13203,-1.0,RVA10272,Model2,Data1,1,Fold1
Term13204,-1.0,RVA10292,Model2,Data1,1,Fold1
Term13205,-1.0,RVA773,Model2,Data1,1,Fold1
Term13205,-1.0,RVA10247,Model2,Data1,1,Fold1
Term13206,-1.0,RVA10282,Model2,Data1,1,Fold1
Term13207,-1.0,RVA10290,Model2,Data1,1,Fold1
Term13208,-1.0,RVA10290,Model2,Data1,1,Fold1
Term13209,-1.0,RVA10290,Model2,Data1,1,Fold1
Term13210,-1.0,RVA10289,Model2,Data1,1,Fold1
Term13211,-1.0,RVA10289,Model2,Data1,1,Fold1
Term13212,-1.0,RVA10290,Model2,Data1,1,Fold1
Term13213,-1.0,RVA10288,Model2,Data1,1,Fold1
Term13214,-1.0,RVA10289,Model2,Data1,1,Fold1
Term13215,-1.0,RVA778,Model2,Data1,1,Fold1
Term13215,-1.0,RVA10220,Model2,Data1,1,Fold1
Term13216,-1.0,RVA10312,Model2,Data1,1,Fold1
Term13217,-1.0,RVA10286,Model2,Data1,1,Fold1
Term13218,-1.0,RVA10320,Model2,Data1,1,Fold1
Term13219,-1.0,RVA10284,Model2,Data1,1,Fold1
Term13220,-1.0,RVA10313,Model2,Data1,1,Fold1
Term13221,-1.0,RVA10319,Model2,Data1,1,Fold1
Term13222,-1.0,RVA10318,Model2,Data1,1,Fold1
Term13223,-1.0,RVA10320,Model2,Data1,1,Fold1
Term13224,-1.0,RVA10321,Model2,Data1,1,Fold1
Term13225,-1.0,RVA724,Model2,Data1,1,Fold1
Term13225,-1.0,RVA10350,Model2,Data1,1,Fold1
Term13226,-1.0,RVA10317,Model2,Data1,1,Fold1
Term13227,-1.0,RVA10348,Model2,Data1,1,Fold1
Term13228,-1.0,RVA10358,Model2,Data1,1,Fold1
Term13229,-1.0,RVA778,Model2,Data1,1,Fold1
Term13229,-1.0,RVA10356,Model2,Data1,1,Fold1
Term13230,-1.0,RVA10353,Model2,Data1,1,Fold1
Term13231,-1.0,RVA773,Model2,Data1,1,Fold1
Term13231,-1.0,RVA10353,Model2,Data1,1,Fold1
Term13232,-1.0,RVA10353,Model2,Data1,1,Fold1
Term13233,-1.0,RVA10396,Model2,Data1,1,Fold1
Term13234,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13234,-1.0,RVA10397,Model2,Data1,1,Fold1
Term13235,-1.0,RVA9558,Model2,Data1,1,Fold1
Term13235,-1.0,RVA10360,Model2,Data1,1,Fold1
Term13236,-1.0,RVA10353,Model2,Data1,1,Fold1
Term13237,-1.0,RVA10395,Model2,Data1,1,Fold1
Term13238,-1.0,RVA10395,Model2,Data1,1,Fold1
Term13239,-1.0,RVA10395,Model2,Data1,1,Fold1
Term13240,-1.0,RVA10395,Model2,Data1,1,Fold1
Term13241,-1.0,RVA8350,Model2,Data1,1,Fold1
Term13241,-1.0,RVA10399,Model2,Data1,1,Fold1
Term13242,-1.0,RVA836,Model2,Data1,1,Fold1
Term13242,-1.0,RVA10394,Model2,Data1,1,Fold1
Term13243,-1.0,RVA10404,Model2,Data1,1,Fold1
Term13244,-1.0,RVA10393,Model2,Data1,1,Fold1
Term13245,-1.0,RVA10425,Model2,Data1,1,Fold1
Term13246,-1.0,RVA778,Model2,Data1,1,Fold1
Term13246,-1.0,RVA10422,Model2,Data1,1,Fold1
Term13247,-1.0,RVA10421,Model2,Data1,1,Fold1
Term13248,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13248,-1.0,RVA10423,Model2,Data1,1,Fold1
Term13249,-1.0,RVA10433,Model2,Data1,1,Fold1
Term13250,-1.0,RVA10430,Model2,Data1,1,Fold1
Term13251,-1.0,RVA778,Model2,Data1,1,Fold1
Term13251,-1.0,RVA10466,Model2,Data1,1,Fold1
Term13252,-1.0,RVA10466,Model2,Data1,1,Fold1
Term13253,-1.0,RVA10466,Model2,Data1,1,Fold1
Term13254,-1.0,RVA10467,Model2,Data1,1,Fold1
Term13255,-1.0,RVA10466,Model2,Data1,1,Fold1
Term13256,-1.0,RVA10464,Model2,Data1,1,Fold1
Term13257,-1.0,RVA10463,Model2,Data1,1,Fold1
Term13258,-1.0,RVA10471,Model2,Data1,1,Fold1
Term13259,-1.0,RVA8350,Model2,Data1,1,Fold1
Term13259,-1.0,RVA10473,Model2,Data1,1,Fold1
Term13260,-1.0,RVA10469,Model2,Data1,1,Fold1
Term13261,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13262,-1.0,RVA9557,Model2,Data1,1,Fold1
Term13262,-1.0,RVA10493,Model2,Data1,1,Fold1
Term13263,-1.0,RVA10462,Model2,Data1,1,Fold1
Term13264,-1.0,RVA9557,Model2,Data1,1,Fold1
Term13264,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13265,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13266,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13267,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13268,-1.0,RVA10487,Model2,Data1,1,Fold1
Term13269,-1.0,RVA845,Model2,Data1,1,Fold1
Term13269,-1.0,RVA10491,Model2,Data1,1,Fold1
Term13270,-1.0,RVA724,Model2,Data1,1,Fold1
Term13270,-1.0,RVA10486,Model2,Data1,1,Fold1
Term13271,-1.0,RVA10582,Model2,Data1,1,Fold1
Term13272,-1.0,RVA10579,Model2,Data1,1,Fold1
Term13273,-1.0,RVA10497,Model2,Data1,1,Fold1
Term13274,-1.0,RVA10488,Model2,Data1,1,Fold1
Term13275,-1.0,RVA778,Model2,Data1,1,Fold1
Term13275,-1.0,RVA10577,Model2,Data1,1,Fold1
Term13276,-1.0,RVA10580,Model2,Data1,1,Fold1
Term13277,-1.0,RVA10611,Model2,Data1,1,Fold1
Term13278,-1.0,RVA10613,Model2,Data1,1,Fold1
Term13279,-1.0,RVA10588,Model2,Data1,1,Fold1
Term13280,-1.0,RVA9558,Model2,Data1,1,Fold1
Term13280,-1.0,RVA10612,Model2,Data1,1,Fold1
Term13281,-1.0,RVA10610,Model2,Data1,1,Fold1
Term13282,-1.0,RVA9560,Model2,Data1,1,Fold1
Term13282,-1.0,RVA10593,Model2,Data1,1,Fold1
Term13283,-1.0,RVA10610,Model2,Data1,1,Fold1
Term13284,-1.0,RVA10622,Model2,Data1,1,Fold1
Term13285,-1.0,RVA10609,Model2,Data1,1,Fold1
Term13286,-1.0,RVA10640,Model2,Data1,1,Fold1
Term13287,-1.0,RVA10637,Model2,Data1,1,Fold1
Term13288,-1.0,RVA9757,Model2,Data1,1,Fold1
Term13289,-1.0,RVA9753,Model2,Data1,1,Fold1
Term13290,-1.0,RVA9560,Model2,Data1,1,Fold1
Term13290,-1.0,RVA9755,Model2,Data1,1,Fold1
Term13291,-1.0,RVA9759,Model2,Data1,1,Fold1
Term13292,-1.0,RVA9752,Model2,Data1,1,Fold1
Term13293,-1.0,RVA844,Model2,Data1,1,Fold1
Term13293,-1.0,RVA9781,Model2,Data1,1,Fold1
Term13294,-1.0,RVA9770,Model2,Data1,1,Fold1
Term13295,-1.0,RVA9790,Model2,Data1,1,Fold1
Term13296,-1.0,RVA9788,Model2,Data1,1,Fold1
Term13297,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13297,-1.0,RVA9789,Model2,Data1,1,Fold1
Term13298,-1.0,RVA9784,Model2,Data1,1,Fold1
Term13299,-1.0,RVA9782,Model2,Data1,1,Fold1
Term13300,-1.0,RVA9824,Model2,Data1,1,Fold1
Term13301,-1.0,RVA9823,Model2,Data1,1,Fold1
Term13302,-1.0,RVA9783,Model2,Data1,1,Fold1
Term13303,-1.0,RVA9865,Model2,Data1,1,Fold1
Term13304,-1.0,RVA844,Model2,Data1,1,Fold1
Term13304,-1.0,RVA9865,Model2,Data1,1,Fold1
Term13305,-1.0,RVA9866,Model2,Data1,1,Fold1
Term13306,-1.0,RVA9828,Model2,Data1,1,Fold1
Term13307,-1.0,RVA9865,Model2,Data1,1,Fold1
Term13308,-1.0,RVA9787,Model2,Data1,1,Fold1
Term13309,-1.0,RVA9865,Model2,Data1,1,Fold1
Term13310,-1.0,RVA724,Model2,Data1,1,Fold1
Term13310,-1.0,RVA9873,Model2,Data1,1,Fold1
Term13311,-1.0,RVA8355,Model2,Data1,1,Fold1
Term13311,-1.0,RVA9869,Model2,Data1,1,Fold1
Term13312,-1.0,RVA9868,Model2,Data1,1,Fold1
Term13313,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13313,-1.0,RVA9895,Model2,Data1,1,Fold1
Term13314,-1.0,RVA8355,Model2,Data1,1,Fold1
Term13314,-1.0,RVA9863,Model2,Data1,1,Fold1
Term13315,-1.0,RVA845,Model2,Data1,1,Fold1
Term13315,-1.0,RVA9865,Model2,Data1,1,Fold1
Term13316,-1.0,RVA9892,Model2,Data1,1,Fold1
Term13317,-1.0,RVA5710,Model2,Data1,1,Fold1
Term13317,-1.0,RVA9900,Model2,Data1,1,Fold1
Term13318,-1.0,RVA9903,Model2,Data1,1,Fold1
Term13319,-1.0,RVA9891,Model2,Data1,1,Fold1
Term13320,-1.0,RVA9899,Model2,Data1,1,Fold1
Term13321,-1.0,RVA9892,Model2,Data1,1,Fold1
Term13322,-1.0,RVA9897,Model2,Data1,1,Fold1
Term13323,-1.0,RVA9937,Model2,Data1,1,Fold1
Term13324,-1.0,RVA9933,Model2,Data1,1,Fold1
Term13325,-1.0,RVA8355,Model2,Data1,1,Fold1
Term13325,-1.0,RVA9934,Model2,Data1,1,Fold1
Term13326,-1.0,RVA9944,Model2,Data1,1,Fold1
Term13327,-1.0,RVA9935,Model2,Data1,1,Fold1
Term13328,-1.0,RVA9940,Model2,Data1,1,Fold1
Term13329,-1.0,RVA9964,Model2,Data1,1,Fold1
Term13330,-1.0,RVA9942,Model2,Data1,1,Fold1
Term13331,-1.0,RVA9963,Model2,Data1,1,Fold1
Term13332,-1.0,RVA9963,Model2,Data1,1,Fold1
Term13333,-1.0,RVA9963,Model2,Data1,1,Fold1
Term13334,-1.0,RVA754,Model2,Data1,1,Fold1
