id,name,subClassOf,Model,Dataset,Fold_number,fold_id,value 
RVA14298,USERCREDLAT(9505),Atom5,Model2,Data1,1,Fold1,0.0
RVA14299,USERCREDLAT(9504),Atom5,Model2,Data1,1,Fold1,1.0
RVA14300,USERCREDLAT(9507),Atom5,Model2,Data1,1,Fold1,1.0
RVA14301,USERCREDLAT(9506),Atom5,Model2,Data1,1,Fold1,0.0
RVA14302,USERCREDLAT(9509),Atom5,Model2,Data1,1,Fold1,0.0
RVA14303,USERCREDLAT(9508),Atom5,Model2,Data1,1,Fold1,0.0
RVA14304,USERCREDLAT(9521),Atom5,Model2,Data1,1,Fold1,0.0
RVA14305,USERCREDLAT(9520),Atom5,Model2,Data1,1,Fold1,0.662
RVA14306,USERCREDLAT(9523),Atom5,Model2,Data1,1,Fold1,0.0
RVA14307,USERCREDLAT(9522),Atom5,Model2,Data1,1,Fold1,1.0
RVA14308,USERCREDLAT(9525),Atom5,Model2,Data1,1,Fold1,1.0
RVA14309,USERCREDLAT(9524),Atom5,Model2,Data1,1,Fold1,0.0
RVA14310,USERCREDLAT(9527),Atom5,Model2,Data1,1,Fold1,1.0
RVA14311,USERCREDLAT(9529),Atom5,Model2,Data1,1,Fold1,0.0
RVA14312,USERCREDLAT(9528),Atom5,Model2,Data1,1,Fold1,0.713
RVA14313,USERCREDLAT(9510),Atom5,Model2,Data1,1,Fold1,0.0
RVA14314,USERCREDLAT(9512),Atom5,Model2,Data1,1,Fold1,1.0
RVA14315,USERCREDLAT(9511),Atom5,Model2,Data1,1,Fold1,0.771
RVA14316,USERCREDLAT(9514),Atom5,Model2,Data1,1,Fold1,0.0
RVA14317,USERCREDLAT(9513),Atom5,Model2,Data1,1,Fold1,1.0
RVA14318,USERCREDLAT(9516),Atom5,Model2,Data1,1,Fold1,0.108
RVA14319,USERCREDLAT(9515),Atom5,Model2,Data1,1,Fold1,0.0
RVA14320,USERCREDLAT(9518),Atom5,Model2,Data1,1,Fold1,0.033
RVA14321,USERCREDLAT(9517),Atom5,Model2,Data1,1,Fold1,0.0
RVA14322,USERCREDLAT(9519),Atom5,Model2,Data1,1,Fold1,1.0
RVA14323,USERCREDLAT(9541),Atom5,Model2,Data1,1,Fold1,0.0
RVA14324,USERCREDLAT(8210),Atom5,Model2,Data1,1,Fold1,1.0
RVA14325,USERCREDLAT(9540),Atom5,Model2,Data1,1,Fold1,0.0
RVA14326,USERCREDLAT(8212),Atom5,Model2,Data1,1,Fold1,0.033
RVA14327,USERCREDLAT(9543),Atom5,Model2,Data1,1,Fold1,0.662
RVA14328,USERCREDLAT(8211),Atom5,Model2,Data1,1,Fold1,0.0
RVA14329,USERCREDLAT(9542),Atom5,Model2,Data1,1,Fold1,1.0
RVA14330,USERCREDLAT(8214),Atom5,Model2,Data1,1,Fold1,0.0
RVA14331,USERCREDLAT(9545),Atom5,Model2,Data1,1,Fold1,0.0
RVA14332,USERCREDLAT(8213),Atom5,Model2,Data1,1,Fold1,0.0
RVA14333,USERCREDLAT(9544),Atom5,Model2,Data1,1,Fold1,1.0
RVA14334,USERCREDLAT(8216),Atom5,Model2,Data1,1,Fold1,1.0
RVA14335,USERCREDLAT(9547),Atom5,Model2,Data1,1,Fold1,1.0
RVA14336,USERCREDLAT(8215),Atom5,Model2,Data1,1,Fold1,0.031
RVA14337,USERCREDLAT(9546),Atom5,Model2,Data1,1,Fold1,0.0
RVA14338,USERCREDLAT(8218),Atom5,Model2,Data1,1,Fold1,0.0
RVA14339,USERCREDLAT(9549),Atom5,Model2,Data1,1,Fold1,0.128
RVA14340,USERCREDLAT(8217),Atom5,Model2,Data1,1,Fold1,0.989
RVA14341,USERCREDLAT(9548),Atom5,Model2,Data1,1,Fold1,0.0
RVA14342,USERCREDLAT(8219),Atom5,Model2,Data1,1,Fold1,1.0
RVA14343,USERCREDLAT(9550),Atom5,Model2,Data1,1,Fold1,0.0
RVA14344,USERCREDLAT(9530),Atom5,Model2,Data1,1,Fold1,1.0
RVA14345,USERCREDLAT(9532),Atom5,Model2,Data1,1,Fold1,0.0
RVA14346,USERCREDLAT(8201),Atom5,Model2,Data1,1,Fold1,1.0
RVA14347,USERCREDLAT(9531),Atom5,Model2,Data1,1,Fold1,0.0
RVA14348,USERCREDLAT(8200),Atom5,Model2,Data1,1,Fold1,1.0
RVA14349,USERCREDLAT(8203),Atom5,Model2,Data1,1,Fold1,0.925
RVA14350,USERCREDLAT(9534),Atom5,Model2,Data1,1,Fold1,1.0
RVA14351,USERCREDLAT(8202),Atom5,Model2,Data1,1,Fold1,0.0
RVA14352,USERCREDLAT(9533),Atom5,Model2,Data1,1,Fold1,1.0
RVA14353,USERCREDLAT(8205),Atom5,Model2,Data1,1,Fold1,0.923
RVA14354,USERCREDLAT(9536),Atom5,Model2,Data1,1,Fold1,0.0
RVA14355,USERCREDLAT(8204),Atom5,Model2,Data1,1,Fold1,0.417
RVA14356,USERCREDLAT(9535),Atom5,Model2,Data1,1,Fold1,0.0
RVA14357,USERCREDLAT(8207),Atom5,Model2,Data1,1,Fold1,1.0
RVA14358,USERCREDLAT(9538),Atom5,Model2,Data1,1,Fold1,1.0
RVA14359,USERCREDLAT(9537),Atom5,Model2,Data1,1,Fold1,0.0
RVA14360,USERCREDLAT(8206),Atom5,Model2,Data1,1,Fold1,1.0
RVA14361,USERCREDLAT(8209),Atom5,Model2,Data1,1,Fold1,0.0
RVA14362,USERCREDLAT(8208),Atom5,Model2,Data1,1,Fold1,0.0
RVA14363,USERCREDLAT(9539),Atom5,Model2,Data1,1,Fold1,1.0
RVA14364,USERCREDLAT(8232),Atom5,Model2,Data1,1,Fold1,1.0
RVA14365,USERCREDLAT(9563),Atom5,Model2,Data1,1,Fold1,1.0
RVA14366,USERCREDLAT(8231),Atom5,Model2,Data1,1,Fold1,0.033
RVA14367,USERCREDLAT(9562),Atom5,Model2,Data1,1,Fold1,0.0
RVA14368,USERCREDLAT(8234),Atom5,Model2,Data1,1,Fold1,0.771
RVA14369,USERCREDLAT(9565),Atom5,Model2,Data1,1,Fold1,0.0
RVA14370,USERCREDLAT(8233),Atom5,Model2,Data1,1,Fold1,1.0
RVA14371,USERCREDLAT(9564),Atom5,Model2,Data1,1,Fold1,1.0
RVA14372,USERCREDLAT(9567),Atom5,Model2,Data1,1,Fold1,0.033
RVA14373,USERCREDLAT(8236),Atom5,Model2,Data1,1,Fold1,1.0
RVA14374,USERCREDLAT(8235),Atom5,Model2,Data1,1,Fold1,0.017
RVA14375,USERCREDLAT(9566),Atom5,Model2,Data1,1,Fold1,1.0
RVA14376,USERCREDLAT(9569),Atom5,Model2,Data1,1,Fold1,0.0
RVA14377,USERCREDLAT(8238),Atom5,Model2,Data1,1,Fold1,1.0
RVA14378,USERCREDLAT(8237),Atom5,Model2,Data1,1,Fold1,0.0
RVA14379,USERCREDLAT(9568),Atom5,Model2,Data1,1,Fold1,0.0
RVA14380,USERCREDLAT(8239),Atom5,Model2,Data1,1,Fold1,1.0
RVA14381,USERCREDLAT(9570),Atom5,Model2,Data1,1,Fold1,0.0
RVA14382,USERCREDLAT(8241),Atom5,Model2,Data1,1,Fold1,0.0
RVA14383,USERCREDLAT(9572),Atom5,Model2,Data1,1,Fold1,0.61
RVA14384,USERCREDLAT(9571),Atom5,Model2,Data1,1,Fold1,0.0
RVA14385,USERCREDLAT(8240),Atom5,Model2,Data1,1,Fold1,1.0
RVA14386,USERCREDLAT(8221),Atom5,Model2,Data1,1,Fold1,0.0
RVA14387,USERCREDLAT(9552),Atom5,Model2,Data1,1,Fold1,1.0
RVA14388,USERCREDLAT(9551),Atom5,Model2,Data1,1,Fold1,0.033
RVA14389,USERCREDLAT(8220),Atom5,Model2,Data1,1,Fold1,1.0
RVA14390,USERCREDLAT(9554),Atom5,Model2,Data1,1,Fold1,0.0
RVA14391,USERCREDLAT(8223),Atom5,Model2,Data1,1,Fold1,1.0
RVA14392,USERCREDLAT(8222),Atom5,Model2,Data1,1,Fold1,0.0
RVA14393,USERCREDLAT(9553),Atom5,Model2,Data1,1,Fold1,1.0
RVA14394,USERCREDLAT(9556),Atom5,Model2,Data1,1,Fold1,0.0
RVA14395,USERCREDLAT(8225),Atom5,Model2,Data1,1,Fold1,1.0
RVA14396,USERCREDLAT(8224),Atom5,Model2,Data1,1,Fold1,0.0
RVA14397,USERCREDLAT(9555),Atom5,Model2,Data1,1,Fold1,0.0
RVA14398,USERCREDLAT(9558),Atom5,Model2,Data1,1,Fold1,0.022
RVA14399,USERCREDLAT(8227),Atom5,Model2,Data1,1,Fold1,1.0
RVA14400,USERCREDLAT(8226),Atom5,Model2,Data1,1,Fold1,0.138
RVA14401,USERCREDLAT(9557),Atom5,Model2,Data1,1,Fold1,0.0
RVA14402,USERCREDLAT(8229),Atom5,Model2,Data1,1,Fold1,1.0
RVA14403,USERCREDLAT(8228),Atom5,Model2,Data1,1,Fold1,1.0
RVA14404,USERCREDLAT(9559),Atom5,Model2,Data1,1,Fold1,1.0
RVA14405,USERCREDLAT(8230),Atom5,Model2,Data1,1,Fold1,0.0
RVA14406,USERCREDLAT(9561),Atom5,Model2,Data1,1,Fold1,1.0
RVA14407,USERCREDLAT(9560),Atom5,Model2,Data1,1,Fold1,0.0
RVA14408,USERCREDLAT(9585),Atom5,Model2,Data1,1,Fold1,1.0
RVA14409,USERCREDLAT(8254),Atom5,Model2,Data1,1,Fold1,1.0
RVA14410,USERCREDLAT(8253),Atom5,Model2,Data1,1,Fold1,0.0
RVA14411,USERCREDLAT(9584),Atom5,Model2,Data1,1,Fold1,1.0
RVA14412,USERCREDLAT(8256),Atom5,Model2,Data1,1,Fold1,0.033
RVA14413,USERCREDLAT(9587),Atom5,Model2,Data1,1,Fold1,1.0
RVA14414,USERCREDLAT(8255),Atom5,Model2,Data1,1,Fold1,0.0
RVA14415,USERCREDLAT(9586),Atom5,Model2,Data1,1,Fold1,0.0
RVA14416,USERCREDLAT(8258),Atom5,Model2,Data1,1,Fold1,0.0
RVA14417,USERCREDLAT(9589),Atom5,Model2,Data1,1,Fold1,0.0
RVA14418,USERCREDLAT(8257),Atom5,Model2,Data1,1,Fold1,0.0
RVA14419,USERCREDLAT(9588),Atom5,Model2,Data1,1,Fold1,0.0
RVA14420,USERCREDLAT(8259),Atom5,Model2,Data1,1,Fold1,0.0
RVA14421,USERCREDLAT(9590),Atom5,Model2,Data1,1,Fold1,0.0
RVA14422,USERCREDLAT(8261),Atom5,Model2,Data1,1,Fold1,0.0
RVA14423,USERCREDLAT(9592),Atom5,Model2,Data1,1,Fold1,0.022
RVA14424,USERCREDLAT(8260),Atom5,Model2,Data1,1,Fold1,0.233
RVA14425,USERCREDLAT(9591),Atom5,Model2,Data1,1,Fold1,1.0
RVA14426,USERCREDLAT(8263),Atom5,Model2,Data1,1,Fold1,0.0
RVA14427,USERCREDLAT(9594),Atom5,Model2,Data1,1,Fold1,0.022
RVA14428,USERCREDLAT(8262),Atom5,Model2,Data1,1,Fold1,0.0
RVA14429,USERCREDLAT(9593),Atom5,Model2,Data1,1,Fold1,1.0
RVA14430,USERCREDLAT(8243),Atom5,Model2,Data1,1,Fold1,0.543
RVA14431,USERCREDLAT(9574),Atom5,Model2,Data1,1,Fold1,0.033
RVA14432,USERCREDLAT(8242),Atom5,Model2,Data1,1,Fold1,0.0
RVA14433,USERCREDLAT(9573),Atom5,Model2,Data1,1,Fold1,0.0
RVA14434,USERCREDLAT(8245),Atom5,Model2,Data1,1,Fold1,0.0
RVA14435,USERCREDLAT(9576),Atom5,Model2,Data1,1,Fold1,0.0
RVA14436,USERCREDLAT(8244),Atom5,Model2,Data1,1,Fold1,0.0
RVA14437,USERCREDLAT(9575),Atom5,Model2,Data1,1,Fold1,1.0
RVA14438,USERCREDLAT(8247),Atom5,Model2,Data1,1,Fold1,0.0
RVA14439,USERCREDLAT(9578),Atom5,Model2,Data1,1,Fold1,1.0
RVA14440,USERCREDLAT(8246),Atom5,Model2,Data1,1,Fold1,0.0
RVA14441,USERCREDLAT(9577),Atom5,Model2,Data1,1,Fold1,0.0
RVA14442,USERCREDLAT(8249),Atom5,Model2,Data1,1,Fold1,0.992
RVA14443,USERCREDLAT(8248),Atom5,Model2,Data1,1,Fold1,0.0
RVA14444,USERCREDLAT(9579),Atom5,Model2,Data1,1,Fold1,0.0
RVA14445,USERCREDLAT(8250),Atom5,Model2,Data1,1,Fold1,0.0
RVA14446,USERCREDLAT(9581),Atom5,Model2,Data1,1,Fold1,1.0
RVA14447,USERCREDLAT(9580),Atom5,Model2,Data1,1,Fold1,1.0
RVA14448,USERCREDLAT(8252),Atom5,Model2,Data1,1,Fold1,0.179
RVA14449,USERCREDLAT(9583),Atom5,Model2,Data1,1,Fold1,0.0
RVA14450,USERCREDLAT(8251),Atom5,Model2,Data1,1,Fold1,0.043
RVA14451,USERCREDLAT(9582),Atom5,Model2,Data1,1,Fold1,1.0
RVA14452,USERCREDLAT(8276),Atom5,Model2,Data1,1,Fold1,1.0
RVA14453,USERCREDLAT(8275),Atom5,Model2,Data1,1,Fold1,1.0
RVA14454,USERCREDLAT(8278),Atom5,Model2,Data1,1,Fold1,1.0
RVA14455,USERCREDLAT(8277),Atom5,Model2,Data1,1,Fold1,1.0
RVA14456,USERCREDLAT(8279),Atom5,Model2,Data1,1,Fold1,0.0
RVA14457,USERCREDLAT(8281),Atom5,Model2,Data1,1,Fold1,0.033
RVA14458,USERCREDLAT(8280),Atom5,Model2,Data1,1,Fold1,0.0
RVA14459,USERCREDLAT(8283),Atom5,Model2,Data1,1,Fold1,1.0
RVA14460,USERCREDLAT(8282),Atom5,Model2,Data1,1,Fold1,0.0
RVA14461,USERCREDLAT(8285),Atom5,Model2,Data1,1,Fold1,1.0
RVA14462,USERCREDLAT(8284),Atom5,Model2,Data1,1,Fold1,0.063
RVA14463,USERCREDLAT(9596),Atom5,Model2,Data1,1,Fold1,0.031
RVA14464,USERCREDLAT(8265),Atom5,Model2,Data1,1,Fold1,1.0
RVA14465,USERCREDLAT(8264),Atom5,Model2,Data1,1,Fold1,0.021
RVA14466,USERCREDLAT(9595),Atom5,Model2,Data1,1,Fold1,1.0
RVA14467,USERCREDLAT(8267),Atom5,Model2,Data1,1,Fold1,0.015
RVA14468,USERCREDLAT(9598),Atom5,Model2,Data1,1,Fold1,0.0
RVA14469,USERCREDLAT(8266),Atom5,Model2,Data1,1,Fold1,1.0
RVA14470,USERCREDLAT(9597),Atom5,Model2,Data1,1,Fold1,1.0
RVA14471,USERCREDLAT(8269),Atom5,Model2,Data1,1,Fold1,0.0
RVA14472,USERCREDLAT(9599),Atom5,Model2,Data1,1,Fold1,0.0
RVA14473,USERCREDLAT(8268),Atom5,Model2,Data1,1,Fold1,1.0
RVA14474,USERCREDLAT(8270),Atom5,Model2,Data1,1,Fold1,1.0
RVA14475,USERCREDLAT(8272),Atom5,Model2,Data1,1,Fold1,0.0
RVA14476,USERCREDLAT(8271),Atom5,Model2,Data1,1,Fold1,0.108
RVA14477,USERCREDLAT(8274),Atom5,Model2,Data1,1,Fold1,0.662
RVA14478,USERCREDLAT(8273),Atom5,Model2,Data1,1,Fold1,1.0
RVA14479,USERCREDLAT(8298),Atom5,Model2,Data1,1,Fold1,0.713
RVA14480,USERCREDLAT(8297),Atom5,Model2,Data1,1,Fold1,0.0
RVA14481,USERCREDLAT(8299),Atom5,Model2,Data1,1,Fold1,1.0
RVA14482,USERCREDLAT(8287),Atom5,Model2,Data1,1,Fold1,0.0
RVA14483,USERCREDLAT(8286),Atom5,Model2,Data1,1,Fold1,1.0
RVA14484,USERCREDLAT(8289),Atom5,Model2,Data1,1,Fold1,0.0
RVA14485,USERCREDLAT(8288),Atom5,Model2,Data1,1,Fold1,0.677
RVA14486,USERCREDLAT(8290),Atom5,Model2,Data1,1,Fold1,0.0
RVA14487,USERCREDLAT(8292),Atom5,Model2,Data1,1,Fold1,0.713
RVA14488,USERCREDLAT(8291),Atom5,Model2,Data1,1,Fold1,0.0
RVA14489,USERCREDLAT(8293),Atom5,Model2,Data1,1,Fold1,0.022
RVA14490,USERCREDLAT(8296),Atom5,Model2,Data1,1,Fold1,1.0
RVA14491,USERCREDLAT(8295),Atom5,Model2,Data1,1,Fold1,1.0
RVA14492,PUBCREDLAT(http://proudcons.com),Atom4,Model2,Data1,1,Fold1,0.0
RVA14493,USERCREDLAT(9600),Atom5,Model2,Data1,1,Fold1,0.0
RVA14494,USERCREDLAT(9602),Atom5,Model2,Data1,1,Fold1,0.043
RVA14495,USERCREDLAT(9601),Atom5,Model2,Data1,1,Fold1,0.0
RVA14496,USERCREDLAT(9604),Atom5,Model2,Data1,1,Fold1,0.0
RVA14497,USERCREDLAT(9603),Atom5,Model2,Data1,1,Fold1,1.0
RVA14498,USERCREDLAT(9606),Atom5,Model2,Data1,1,Fold1,1.0
RVA14499,USERCREDLAT(9605),Atom5,Model2,Data1,1,Fold1,1.0
RVA14500,USERCREDLAT(9608),Atom5,Model2,Data1,1,Fold1,0.013
RVA14501,USERCREDLAT(9607),Atom5,Model2,Data1,1,Fold1,0.0
RVA14502,USERCREDLAT(9609),Atom5,Model2,Data1,1,Fold1,0.154
RVA14503,USERCREDLAT(9400),Atom5,Model2,Data1,1,Fold1,1.0
RVA14504,USERCREDLAT(9402),Atom5,Model2,Data1,1,Fold1,1.0
RVA14505,USERCREDLAT(9401),Atom5,Model2,Data1,1,Fold1,0.0
RVA14506,USERCREDLAT(9404),Atom5,Model2,Data1,1,Fold1,0.033
RVA14507,USERCREDLAT(9403),Atom5,Model2,Data1,1,Fold1,1.0
RVA14508,USERCREDLAT(9406),Atom5,Model2,Data1,1,Fold1,1.0
RVA14509,USERCREDLAT(9405),Atom5,Model2,Data1,1,Fold1,1.0
RVA14510,USERCREDLAT(9408),Atom5,Model2,Data1,1,Fold1,1.0
RVA14511,USERCREDLAT(9407),Atom5,Model2,Data1,1,Fold1,0.0
RVA14512,USERCREDLAT(9409),Atom5,Model2,Data1,1,Fold1,1.0
RVA14513,USERCREDLAT(9420),Atom5,Model2,Data1,1,Fold1,1.0
RVA14514,USERCREDLAT(9422),Atom5,Model2,Data1,1,Fold1,0.0
RVA14515,USERCREDLAT(9421),Atom5,Model2,Data1,1,Fold1,1.0
RVA14516,USERCREDLAT(9424),Atom5,Model2,Data1,1,Fold1,0.0
RVA14517,USERCREDLAT(9423),Atom5,Model2,Data1,1,Fold1,0.357
RVA14518,USERCREDLAT(9426),Atom5,Model2,Data1,1,Fold1,1.0
RVA14519,USERCREDLAT(9425),Atom5,Model2,Data1,1,Fold1,1.0
RVA14520,USERCREDLAT(9428),Atom5,Model2,Data1,1,Fold1,1.0
RVA14521,USERCREDLAT(9427),Atom5,Model2,Data1,1,Fold1,1.0
RVA14522,USERCREDLAT(9429),Atom5,Model2,Data1,1,Fold1,0.402
RVA14523,USERCREDLAT(9411),Atom5,Model2,Data1,1,Fold1,1.0
RVA14524,USERCREDLAT(9410),Atom5,Model2,Data1,1,Fold1,1.0
RVA14525,USERCREDLAT(9413),Atom5,Model2,Data1,1,Fold1,0.0
RVA14526,USERCREDLAT(9412),Atom5,Model2,Data1,1,Fold1,1.0
RVA14527,USERCREDLAT(9415),Atom5,Model2,Data1,1,Fold1,1.0
RVA14528,USERCREDLAT(9414),Atom5,Model2,Data1,1,Fold1,0.0
RVA14529,USERCREDLAT(9417),Atom5,Model2,Data1,1,Fold1,0.0
RVA14530,USERCREDLAT(9416),Atom5,Model2,Data1,1,Fold1,1.0
RVA14531,USERCREDLAT(9419),Atom5,Model2,Data1,1,Fold1,1.0
RVA14532,USERCREDLAT(9418),Atom5,Model2,Data1,1,Fold1,0.0
RVA14533,USERCREDLAT(9442),Atom5,Model2,Data1,1,Fold1,0.0
RVA14534,USERCREDLAT(8111),Atom5,Model2,Data1,1,Fold1,1.0
RVA14535,USERCREDLAT(8110),Atom5,Model2,Data1,1,Fold1,1.0
RVA14536,USERCREDLAT(9441),Atom5,Model2,Data1,1,Fold1,1.0
RVA14537,USERCREDLAT(8113),Atom5,Model2,Data1,1,Fold1,0.0
RVA14538,USERCREDLAT(9444),Atom5,Model2,Data1,1,Fold1,1.0
RVA14539,USERCREDLAT(8112),Atom5,Model2,Data1,1,Fold1,0.0
RVA14540,USERCREDLAT(9443),Atom5,Model2,Data1,1,Fold1,0.495
RVA14541,USERCREDLAT(8115),Atom5,Model2,Data1,1,Fold1,0.0
RVA14542,USERCREDLAT(9446),Atom5,Model2,Data1,1,Fold1,1.0
RVA14543,USERCREDLAT(8114),Atom5,Model2,Data1,1,Fold1,0.0
RVA14544,USERCREDLAT(9445),Atom5,Model2,Data1,1,Fold1,1.0
RVA14545,USERCREDLAT(8117),Atom5,Model2,Data1,1,Fold1,1.0
RVA14546,USERCREDLAT(8116),Atom5,Model2,Data1,1,Fold1,0.0
RVA14547,USERCREDLAT(9447),Atom5,Model2,Data1,1,Fold1,1.0
RVA14548,USERCREDLAT(8119),Atom5,Model2,Data1,1,Fold1,1.0
RVA14549,USERCREDLAT(9449),Atom5,Model2,Data1,1,Fold1,0.0
RVA14550,USERCREDLAT(8118),Atom5,Model2,Data1,1,Fold1,1.0
RVA14551,PUBCREDLAT(http://yesimright.com),Atom4,Model2,Data1,1,Fold1,0.0
RVA14552,USERCREDLAT(8120),Atom5,Model2,Data1,1,Fold1,0.889
RVA14553,USERCREDLAT(9451),Atom5,Model2,Data1,1,Fold1,1.0
RVA14554,USERCREDLAT(9450),Atom5,Model2,Data1,1,Fold1,0.0
RVA14555,USERCREDLAT(8100),Atom5,Model2,Data1,1,Fold1,0.0
RVA14556,USERCREDLAT(9431),Atom5,Model2,Data1,1,Fold1,0.0
RVA14557,USERCREDLAT(9430),Atom5,Model2,Data1,1,Fold1,1.0
RVA14558,USERCREDLAT(8102),Atom5,Model2,Data1,1,Fold1,1.0
RVA14559,USERCREDLAT(9433),Atom5,Model2,Data1,1,Fold1,1.0
RVA14560,USERCREDLAT(9432),Atom5,Model2,Data1,1,Fold1,0.0
RVA14561,USERCREDLAT(8101),Atom5,Model2,Data1,1,Fold1,1.0
RVA14562,USERCREDLAT(9435),Atom5,Model2,Data1,1,Fold1,0.395
RVA14563,USERCREDLAT(8104),Atom5,Model2,Data1,1,Fold1,1.0
RVA14564,USERCREDLAT(9434),Atom5,Model2,Data1,1,Fold1,0.662
RVA14565,USERCREDLAT(8103),Atom5,Model2,Data1,1,Fold1,1.0
RVA14566,USERCREDLAT(8106),Atom5,Model2,Data1,1,Fold1,0.0
RVA14567,USERCREDLAT(9437),Atom5,Model2,Data1,1,Fold1,0.0
RVA14568,USERCREDLAT(8105),Atom5,Model2,Data1,1,Fold1,0.0
RVA14569,USERCREDLAT(9436),Atom5,Model2,Data1,1,Fold1,0.517
RVA14570,USERCREDLAT(8108),Atom5,Model2,Data1,1,Fold1,0.0
RVA14571,USERCREDLAT(9439),Atom5,Model2,Data1,1,Fold1,0.0
RVA14572,USERCREDLAT(8107),Atom5,Model2,Data1,1,Fold1,0.043
RVA14573,USERCREDLAT(9438),Atom5,Model2,Data1,1,Fold1,1.0
RVA14574,USERCREDLAT(9440),Atom5,Model2,Data1,1,Fold1,0.033
RVA14575,USERCREDLAT(8133),Atom5,Model2,Data1,1,Fold1,1.0
RVA14576,USERCREDLAT(9464),Atom5,Model2,Data1,1,Fold1,1.0
RVA14577,USERCREDLAT(8132),Atom5,Model2,Data1,1,Fold1,0.0
RVA14578,USERCREDLAT(9463),Atom5,Model2,Data1,1,Fold1,0.0
RVA14579,USERCREDLAT(8135),Atom5,Model2,Data1,1,Fold1,1.0
RVA14580,USERCREDLAT(9466),Atom5,Model2,Data1,1,Fold1,1.0
RVA14581,USERCREDLAT(8134),Atom5,Model2,Data1,1,Fold1,1.0
RVA14582,USERCREDLAT(9465),Atom5,Model2,Data1,1,Fold1,1.0
RVA14583,USERCREDLAT(8137),Atom5,Model2,Data1,1,Fold1,1.0
RVA14584,USERCREDLAT(9468),Atom5,Model2,Data1,1,Fold1,1.0
RVA14585,USERCREDLAT(8136),Atom5,Model2,Data1,1,Fold1,1.0
RVA14586,USERCREDLAT(9467),Atom5,Model2,Data1,1,Fold1,1.0
RVA14587,USERCREDLAT(8139),Atom5,Model2,Data1,1,Fold1,0.108
RVA14588,USERCREDLAT(9469),Atom5,Model2,Data1,1,Fold1,0.0
RVA14589,USERCREDLAT(8138),Atom5,Model2,Data1,1,Fold1,1.0
RVA14590,USERCREDLAT(9471),Atom5,Model2,Data1,1,Fold1,0.0
RVA14591,USERCREDLAT(8140),Atom5,Model2,Data1,1,Fold1,1.0
RVA14592,USERCREDLAT(9470),Atom5,Model2,Data1,1,Fold1,0.662
RVA14593,USERCREDLAT(8142),Atom5,Model2,Data1,1,Fold1,0.0
RVA14594,USERCREDLAT(9473),Atom5,Model2,Data1,1,Fold1,0.0
RVA14595,USERCREDLAT(8141),Atom5,Model2,Data1,1,Fold1,1.0
RVA14596,USERCREDLAT(9472),Atom5,Model2,Data1,1,Fold1,1.0
RVA14597,USERCREDLAT(8122),Atom5,Model2,Data1,1,Fold1,0.987
RVA14598,USERCREDLAT(9453),Atom5,Model2,Data1,1,Fold1,0.0
RVA14599,USERCREDLAT(9452),Atom5,Model2,Data1,1,Fold1,0.0
RVA14600,USERCREDLAT(8121),Atom5,Model2,Data1,1,Fold1,1.0
RVA14601,USERCREDLAT(8124),Atom5,Model2,Data1,1,Fold1,0.0
RVA14602,USERCREDLAT(9455),Atom5,Model2,Data1,1,Fold1,0.0
RVA14603,USERCREDLAT(8123),Atom5,Model2,Data1,1,Fold1,0.962
RVA14604,USERCREDLAT(9454),Atom5,Model2,Data1,1,Fold1,1.0
RVA14605,USERCREDLAT(8126),Atom5,Model2,Data1,1,Fold1,0.017
RVA14606,USERCREDLAT(9457),Atom5,Model2,Data1,1,Fold1,0.021
RVA14607,USERCREDLAT(9456),Atom5,Model2,Data1,1,Fold1,0.771
RVA14608,USERCREDLAT(8125),Atom5,Model2,Data1,1,Fold1,1.0
RVA14609,USERCREDLAT(8128),Atom5,Model2,Data1,1,Fold1,0.0
RVA14610,USERCREDLAT(9459),Atom5,Model2,Data1,1,Fold1,1.0
RVA14611,USERCREDLAT(8127),Atom5,Model2,Data1,1,Fold1,0.0
RVA14612,USERCREDLAT(9458),Atom5,Model2,Data1,1,Fold1,1.0
RVA14613,USERCREDLAT(8129),Atom5,Model2,Data1,1,Fold1,1.0
RVA14614,USERCREDLAT(9460),Atom5,Model2,Data1,1,Fold1,1.0
RVA14615,USERCREDLAT(8131),Atom5,Model2,Data1,1,Fold1,0.923
RVA14616,USERCREDLAT(9462),Atom5,Model2,Data1,1,Fold1,1.0
RVA14617,USERCREDLAT(8130),Atom5,Model2,Data1,1,Fold1,0.0
RVA14618,USERCREDLAT(9461),Atom5,Model2,Data1,1,Fold1,1.0
RVA14619,USERCREDLAT(8155),Atom5,Model2,Data1,1,Fold1,0.0
RVA14620,USERCREDLAT(9486),Atom5,Model2,Data1,1,Fold1,0.0
RVA14621,USERCREDLAT(8154),Atom5,Model2,Data1,1,Fold1,0.017
RVA14622,USERCREDLAT(9485),Atom5,Model2,Data1,1,Fold1,1.0
RVA14623,USERCREDLAT(8157),Atom5,Model2,Data1,1,Fold1,0.043
RVA14624,USERCREDLAT(9488),Atom5,Model2,Data1,1,Fold1,0.0
RVA14625,USERCREDLAT(8156),Atom5,Model2,Data1,1,Fold1,0.0
RVA14626,USERCREDLAT(9487),Atom5,Model2,Data1,1,Fold1,0.043
RVA14627,USERCREDLAT(8159),Atom5,Model2,Data1,1,Fold1,1.0
RVA14628,USERCREDLAT(8158),Atom5,Model2,Data1,1,Fold1,1.0
RVA14629,USERCREDLAT(9489),Atom5,Model2,Data1,1,Fold1,1.0
